folio,par,line,color,rays,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
112r,2,3,,,"2,o,Z,a,m","cc,8,9","cc,c,2","4,o,N,c,c,9","o,N,c,c,9","o,M,a,m","cc,c,M,c,9","o,M,c,c,9","8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,2,4,,,"2,o,a,Z,a,Z","a,x","cc,c,9","o,M,a,m","o,N,c,c,8,9","4,o,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,3,1,W,7,"P2,o,a,Z,a,x,cc,o,Z","o,c,M,c,9","o,M,c,8,9","4,o,N,c,c,8,9","o,N,c,8,9","P2,cc,c,8,9","o,P2,o,Q,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,3,2,,,"2,o,x,o,x","c^c,c,2?,8,9","c^c,o,x","4,o,N,c,c,9","4,o,N,c,c,c,9","4,o,N,c,8,a,n","o,M,a,n","o,Z","a,Q?,cc,Q?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,3,3,,,"4,o,c,c,c,a,Z","c^c,c","o,x,N,c,c,a,Z","cc,c,c,9","4,o,Z","cc,c,o","Z,a,x","cc,c,c,9","4,o,N,c,9","M,cc?,9","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,3,4,,,"2,a,m","a,x","N,c,9","cc,c,9","8,a,x,cc?,8?","a,m","o,N,a,x","cc,o,8,9","cc,c,8,9","cc,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,4,1,R,7,"P2,o,x,cc,8,9","o,x","o,M,a,x",9,"2,a,m","c^c,c,N,9","4,c,c,9","4,o,N,c,9","4,o,N,c,c,9","4,o,N,9?","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,4,2,,,"4,o,a,m","o,Z","a,m","cc,c,o,x","N,c,o,8,9","4,o,x","N,c,o,x","o,N,c,c,c,9","8,a,x","a,m","o,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,4,3,,,"2,o,x,N,c,c,8,8","Z,a,m","cc,c,M,c,c,9","o,N,c,c,8,9","4,o,M,c,c,8,9","4,c,c,9","Z,a,n","a,x","2,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,4,4,,,"8,a,i,cc,9","x,cc,c,8,9","4,a,i,Z,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,5,1,W,7,"4,o,a,m","4,o,m","o,x,cc,c,c,8,9","8,a,i,Z,i,9","M,c,c,8,9","4,o,P2,o,x","cc,8,9","o,M,c,o,Z","o,c,M,c,8,9","o,M,9,cc,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,5,2,,,"cc,c,c,M,c,c,9","4,o,N,c,c,c,9","x,N,c,c,9","o,N,c,c,8,9,N,c,9","x,N,c,8,9","4,o,N,c,8,9","o,M,c,8,9","o,M,c,8,9","x,o",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,5,3,,,"M,c,8,a,n","c^c,c,8,9","o,cc,o,Z","o,N,cc,8","9,N,c,8,9","N,c,8,9","cc,o,Z","a,m","cc,c,c,M,9","cc,c,M,c,9","o,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,5,4,,,"M,o,c,N,c,9","cc,c,8,9","cc,c,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,6,1,R,8,"P2,cc,o,x,N,c,c,8,9","o,N,cc,o,m+","a,N,9","o,P2,cc,c,8,9","N,o,x,P1,cc,8,9","o,P2,cc,c,8,9","x,N,9","x,N,9","c^c,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,6,2,,,"9,c^c,c,c,8,9","c^c,c,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,N,a,n","o,M,c,c,8,9","cc,c,N,c,9","9,M,cc,c,8,9","c^c,a,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,6,3,,,"2,a,Z","a,m","o,x,c^c,c,8,9","cc,o,N,c,c,9","2,a,x","o,N,a,m","o,M,c,c,9","4,o,N,c,c,9","o,x","o,Z","a,x","cc,c,a,x,9?",$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,6,4,,,"M,a,Z","a,Z","cc,c,o,N,c,9","o,N,c,o,8,9","cc,o,x","o,x","cc,c,8,9","4,o,N,c,8,9","cc,c,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,7,1,W,7,"P2,a,i,Z,a,x","N,c,o,x,o,Z","o,N,a,m","o,M,a,n","o,M,c,c,9","x,cc,c,8,9","o,N,c,c,o,Z","o,M,c,o,Z","N,a,Z,a,n,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,7,2,,,"2,o,Z","a,Z,a,x","a,Z",2,"a,x,N,c,c,o,Z","o,x,c^c,c,8,9","o,N,c,c,cc,9","4,o,m+","o,M,c,c,9","cc,c,8","a,x","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,7,3,,,"2,a,Z,o,x","o,N,cc,c,c,9","c,P2,c,c,8,9","c^c,c,N,c,c,9","o,N,c,c,o,Z","cc,c,8,9","c^c,8,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,8,1,R,7,"P2,a,i,Z,a,Z","x,c^c,8,a,Z","o,N,c,cc,c,8,9","4,o,N,a,Z","a,Z,a,Q","4,o,M,c,8,9","a,Z,a,m","4,o,N,c,c,8,9","o,P2,a,2,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,8,2,,,"2,a,n","o,x,a,m","4,o,P2,cc,8,9","4,o,N,9","o,N,c,a,x","cc,c,8,9","o,N,c,c,9","o,M,c,8,9","a,Z","a,Z","o,N,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,8,3,,,"2,a,n","o,x","cc,c,c,N,c,9","o,x,cc,a,n","o,N,c,c,9","o,x,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,9,1,W,8,"P2,a,Q","o,N,a,m","o,x,N,c,8,9","o,N,c,8,9","o,N,c,c,9","o,N,c,c,8,9","N,c,c,8,a,2","o,M,c,a,Z","c^c,N,c,o,Z","4,o,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,9,2,,,"2,a,Z","a,n","o,x,N,c,c,a,Z","o,N,c,o,8,9","4,o,N,c,?,m?","o,M,c,c,8,9","4,o,N,c,9","o,N,a,x","o,N,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,10,1,R,7,"P2,o,x,N,c,c,8,9","4,o,P2,a,x","o,M,c,8,9","o,P2,a,x","a,m","o,N,a,m+","c^c,c,o,8,9","9,M,c,o,N,a,Z","o,8,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,10,2,,,"2,a,n","o,N,a,x","x,N,c,c,8,9","o,N?,a,Z","o,N,cc,c,8,9","4,o,N,a,x","N,c,c,8,9","cc,N,c,9","o,M,o","a,Z,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,10,3,,,"9,c^c,c,2,9","a,x,a,n","cc,c,c,9","o,N,cc,c,9","4,o,N,cc,9","o,N,cc,a,m","9,N,c,c,o",2,"o,N,c,c,9","o,Z,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,11,1,W,7,"P2,o,x,a,Z","c^c,c,8,9","4,o,N,a,m",9,"o,N,c,c,8,9","4,o,M,a,x","cc,o,8,9","o,M,c,o,8,9","a,Z,a,Z","9?,M,c,o,P2",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,11,2,,,"9,M,c,c,o",Z,"a,m","o,N,a,Z","o,P2,o,Z","a,m","9,cc,c,c,8,9","4,cc,8,a,Z","9,M,c,cc,9","c^c,c,o,Z","o,M,c,c,c,?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,11,3,,,"2,a,Z","a,n","4,o,N,a,c,N,c,c,c,9","9,N","o,N,o?,c,c,cc,c,9","o,N,c,c,c,8,9","a,x,a,i,Z","a,N,cc,c,c,9","a,Z","a,Z,o,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112r,11,4,,,"9,a,Z","a,m","o,N,c,c,c,9","M,c,c,9","c^c,N,a,Z","o,M,c,c,c,8,9","4,o,N,c,c,9","o,N,c,c,9?","o,N,a,2,9","?,?","?,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,1,R,7,"N,c,c,o,a,x","cc,o","o,x","o,P2,a,x","o,M,a,x","a,i,2",9,"P2,cc,c,o,x","o,M,c,c,9","4,o,Z","c,c,c,2","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,2,,,"o,a,Z","o,2,a,x","o,N,c,c,c^c,9","4,o,N,c,c,9","o,N,a,n","4,o,N,a,x","o,N,c,o,x","o,M,9","o,Z,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,3,,,"4,o,N,c,c,o,Z","a,Z","c^c,c,c,9","a,Z","a,Z","a,m","o,N,c,c,9","x,N,c,c,o,8,9","c^c,c,c,8,9","4,o,M,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,4,,,"c^c,o,8,9","4,o","o,c,c,c,o,8,9","o,M,c,c,9","4,o,N,c,c,8,9","o,N,c,c,9","4,o,N,c,c,8,9","4,o,N,9","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,5,,,"2,a,n","a,m+","o,N,c,9","8,a,m","o,M,a,x","cc,c,a,Z","cc,c,a,Z","o,N,c,8,9","o,N,c,a,m","cc,c,c,o,x,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,1,6,,,"2,a,m","o,x",o,"a,m","o,N,c,c,c,8,9","cc,c,a,c,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,2,1,W,7,"P2,cc,c,o,N,c,c,9","o,c,c,c,N,9","4,o,M,c,c,8,9","o,c,c,2","a,m","o,M,c,o,Z","o,P2,cc,8,a,Z","o,P2,a,Z,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,2,2,,,"o,cc,c,o,Z","o,N,a,Z","a,m+","o,M,a,m","o,N,a,x","o,N,a,Z","o,M,a,x","N,c,8,9","cc,c,N,a,m+",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,2,3,,,"2,o,a,m","a,Z","?,?","o,N,a,m","o,M,a,m","cc,c,c,N,a,n","o,N,cc,c,8,9","4,o,N,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,2,4,,,"8,a,n","c^c,c,c,9","o,?,cc,c,8,9","o,Z,o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,3,1,R,7,"M,cc,o,Z","a,m","o,8,c,c,8,9","o,M,c,c,c,9","4,o,N,c,9","x,o,8,9","cc,c,P1,c,9","o,cc,o,2","a,m","o,x,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,3,2,,,"8,a,m","a,x","o,x,N,c,c,8,a,n","o,M,c,c,9","c^c,c,c,o,x","4,o,N,c,c,8,9","4,o,cc,a,m","o,M,c,c,9","4,o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,3,3,,,"8,cc,c,o,M,9","o,9","o,M,cc,c,8,9","cc,c,8,9","8,a,m","cc,c,8,a,x","cc,c,8,9","4,o,N,a,m","o,M,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,3,4,,,"2,a,n","a,i?,Z","a,Q","9,N,c,c,8,a,n","4,o,N,c,c,8,9","cc,c,8,a,m","a,x,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,4,1,W,7,"P2,cc,o,8,a,n","o,N,c,c,8,9","4,o,N,c,c,8,9","o,x,N,c,c,8,9","4,o,N,a,n","c^c,c,c,9","4,o,N,c,8,a,Z","a,m","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,4,2,,,"2,a,m?","o,N,c,c,9","c^c,c,c,9","4,o,M,c,c,8,9","4,o,N,c,9","cc,c,8,9","4,o,N,c,c,9","4,o,N,c,c,9","cc,8,a,x,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,4,3,,,"8,a,m","cc,c,a?,Z","cc,c,c,8,9","cc,9,N,c,c,8,9","cc,8,a,m","cc,c,c,8,9","4,o,N,a,n","o,M,a,x,8,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,4,4,,,"2,a,m","o,Z","a,m","cc,c,9","4,o,N,c,c,8,9","4,o,N,c,c,c,9","4,o,N,c,c,o,8,9","4,o,M,a,Q","o,x,a,m","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,4,5,,,"2,a,Z,a,n","a,n","a,x","4,o,c,c,c,9","4,o,M,c,o","o,Z","a,m+","o,x","cc,a,x,o,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,5,1,R,7,"P2,cc,o,Z,a,m?","a,Z","a,x,cc,c,8,9","o,x,N,c,c,8,9","4,o,N,c,8,9","4,o,M,a,m","cc,o","c,M,c,c,8,9","2,a,i,Z,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,5,2,,,"2,a,m","cc,c,N,a,n","cc,c,o,x","4,o,c,c,8,9","cc,o,x","N,c,c,8,9","4,o,N,a,m","c^c,c,8,9","4,o,N,c,a,x","N,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,5,3,,,"c,o,m","o,x","cc,c,o,x","cc,c,8,9","4,o,N,c,c,9","cc,c,M,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,6,1,W,7,"9,cc,c,o,x","N,c,c,o,Z","o,x,N,c,c,c,9","cc,c,8,a,n","o,x","cc,c,c,8,a,m","c^c,c,c,8,9","4,o,N,c,c,8,9","4,o,M,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,6,2,,,"2,a,m","a,Z","o,N,a,n","o,M,cc,c,8,9","4,o,N,c,c,8,9","c,c,c,8,a,8?","c,N,c,c,8,9","cc,c,c,8,a,m","cc,c,c,8?,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,6,3,,,"P2,cc,8,a,m","c^c,c,8,9","o,M,a,m","cc,c,c,8,9","4,o,N,c,c,c,9","x,N,c,c,c,8,9","cc,c,c,9","x,o,Z","c,c,c,8,9","4,o,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,6,4,,,"9,cc,c,8,a,x","cc,c,o,N,c,c,9","cc,c,c,N,c,9","cc,c,c,o,x","4,o,N,c,c,8,9","4,o,M,c,o,2,a,Q","cc,o,2",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,7,1,R,8,"P2,cc,o,8,a,n","a,m","M,c,c,c,8,9","4,o,c,c,9","o,N,c,c,8,9","4,o,N,c,c,a,Z","a,x","o,N,c,8,a,x","o,x,N,c,c,8,9","4,o,M,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,7,2,,,"c^c,c,9","N,c,c,8,a,x","a,m","cc,c,o,x","N,c,c,c,o,8,9","4,o,m","9,N,c,c,9","4,o,N,c,c,c,9","9,N,c,c,9","4,o,c,c,9","4,o,N,a,i,Q?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,7,3,,,"c^c,c,c,9","4,o,c,c,N,a,n","o,x,N,a,n","a,x,o,Z","cc,c,8,o,x","c^c,c,o,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,8,1,W,7,"P2,o,x,o,Z","c^c,c,c,8,9","o,N,c,c,8,c,9","2,a,x","a,m","c^c,c,c,8,a,Z","o,N,c,8,9","4,o,P2,cc,c,8,9","8,a,x,N,c,8,9","o,P2,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,8,2,,,"M,a,Z","a,m","o,N,c,c,a,Z","o,M,c,o,8,9","a,Z,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,9,1,R,7,"M,cc,c,8,o,Z","c^c,c,c","N,c,c,8,9","o,M,c,8,a,Z","cc,c,c,P2,c,c,9","4,o,P2,cc,c,8,9","4,o,P2,cc,c,c,9","N,a,Z","o,P2,cc,c,c,o","Z,a,c,P1,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,9,2,,,"o,Z","cc,c,c,o,Z","o,N,c,c,8,9","4,o,N,c,8,9","4,o,N,c,c,8,9","cc,c,8,a,m","o,N,c,c,c,8,9","o,M,a,m","cc,c,c,N,c,9","cc,o?,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,9,3,,,"2,a,m","cc,c,8,a,m","cc,c,c,N,c?,c,9","x,N,c,c,8,9","4,o,N,c,c,8,9","cc,N,a,m","cc,c,c,N,c,o,x","cc,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,9,4,,,"P2,cc,c,8","c^c,c,8,a,n","4,o,N,a,m","o,N,a,Z","cc,c,8,9","cc,c,c,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,10,1,W,8,"M,cc,c,8,c","2,a,n","a,Z","o,M,a,m","c^c,c,8,9","4,o,N,c,8,a,m","a,Z","4,o,N,a,m?","cc,o,x","N,c,8,9","4,o,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,10,2,,,"2,a","a,Z,a,m","o,N,cc,c,8","a,x","cc,c,8,9","cc,o,x","o,M,a,m","cc,c,8,a,Z","x,N,a,n","cc,c,o","8,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,11,1,R,7,"M,c,o,8,a,Z,o,8,9","o,P2,cc,c,c,8","o,N,a,m","cc,a,m","o,M,a,Q","o,M,c,c,8,9","4,o,M,c,c,9","4,o,M,a,n","cc,c,M,c,8",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,11,2,,,"9,cc,c,o,x","x,cc,c,8,9","cc,c,N,c,9","cc,c,o","x,cc,a,x","c^c,cc,9","8,a,m","cc,c,o,x,o,Z","o,N,a,n","cc,c,8,9","8,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,11,3,,,"9,N,c,c,8,a,n?","cc,c,c?,N,c,c,9","o,a,n","cc,o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,1,W,6,"P2,a,x,9","N,c,c,8,a,n","c^c,c","N,cc,8,9","cc,o,M,c^c,c","o,M,c,cc,9","4,o,N,cc,8,9","o,M,a,Z,a,9?","c^c,a,n","4,o,N,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,2,,,o,"o?,c,c,o,Z","o,c,c,a,x","o,x,N,c,o,x","o,x","cc,o,x","cc,x,a,x,cc,c,8,9","9,N,c,c,8,9","cc,M,a,x","N,a,Z","o,P2,cc,9","P1,a,8?,9?,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,3,,,"4,o,N,cc,o,x","4,o,N,c,9","4,a,m","o,M,o,x","M,c,o,x","o,N,a,x","o,M,c,8,a,Z","o,P2,a,x,cc,8,9","a,x,P2,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,1,R,6,"9,cc,c,c,9","cc,o,N,c,c,9","o,N,a,2,a,x","M,cc,c,8,9","o,M,c,o,x","cc,c,M,c,9","a,x,a,m","cc,a,Z","a,x","N,a,Q,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,2,,,"9,N,c,c,9","x,o,Z","cc,o,m","cc,c,N,9","cc,o,N,a,n","cc,a,Z,a,Q","cc,c,9","N,a,n","cc,8,a,x","o,N,a,m","8,a,x,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
112v,12,3,,,c?,"o,M,a,Z","a,i,Q?","o,a,Z","a,x","a,x,o,2","a,m","o,x,N,a,m","o,M,9","o,Z,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,1,1,W,7,"P2,cc,c,2,P1,cc,9","9,P2,cc,c,c,8,9","P1,cc,8,9","cc,c,M,a,Z","4,o,P2,cc,c,8,a,m","o,M,c,c,9","o,M,9","x,N,cc,9","cc,o,8,a,n","a,x,a,Z","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,1,2,,,"8,a,Z","o,N,c,c,8,9","o,M,c,c,o,8,9","4,o,N,c,8,9","o,M,cc,c,cc,9","o,N,c,o,Z,x","a,x","N,c,c,o,2","cc,c,8","a,x","a,Z","cc,c,N,cc,9","9,N,a,x,a,i,Z","o,x",$,$,$,$,$,$,$,$,$,$,$,$
113r,1,3,,,"c^c,cc,2",o,"a,x","cc,2","a,m","o,M,c,c,o,2,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,2,1,R,7,"N,cc,c,c,o,2","o,x,N,c,c,8,9","c^c,o,a,m","cc,c,c,o,8,9","4,o,N,cc,c,8,9","cc,c,N,c,o,8,9","4,o,N,c,8,9","4,o,M,a,x,9","x,N,a,Z","a,Z","a,x","o,Q?",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,2,2,,,"9,cc,c,c,c,N,c,9","o,2,a,m","cc,c,o,a,Z","4,o,N,a,m","cc,c,N,a,x","o,M,a,Z","c^c,o,2,a,m","cc,c,N,c,9","cc,8,o","o,N,o,x","cc,c,8,9","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,2,3,,,"2,o,Z","cc,c,o","cc,c,c,9","o,M,c,c,o,2","a,m","o,M,a,n","o,M,a,x","cc,c,2","a,m","a,x","cc,x","c^c,c,c,9","N,cc,o,x","o,N,c,c,o",x,"N,a,m","o,x",$,$,$,$,$,$,$,$,$
113r,2,4,,,"cc,o,2","c^c,c,c,9","4,o,N,cc,c,9","2,o,N,a,x","o,N,c,c,9","cc,a,Z","x,a,m","o,x,N,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,3,1,W,7,"P2,cc,o,2,o,2","cc,c,o","a,Z","N,c,c,o,x","4,o,N,c,c,9","x,N,cc,c,9","4,o,N,a,Z","cc,o,2","c^c,c,9","4,o,P2,cc,9","Z,cc,2,9","cc,9,N,c,o,Z","o,M,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
113r,3,2,,,"8,cc,o,2","a,m","o,M,c,c,9","4,o,N,a,m","cc,o","o,N,a,m","cc,c,o","8,a,m","cc?,N,9","x,c","cc,o,8,9","cc,o,M,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,4,1,R,7,"P2,cc,c,o,8,9","4,o,N,c,o,8,9","cc,c,o,a,Z","cc,9","N,cc,c,o,Z","c,M,9","c^c,c,o,8,9","c^c,c,o,8,a,m","4,o,M,c,o,a,Z","o,M,a,Q","o,M,cc,c,8,9","4,o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,4,2,,,"8,a,m","cc,o,x,cc,c,9","o,N,c,cc,c,c,9","cc,o,N,c,o",x,"c^c,c,o","4,o,a,m","c^c,o,o","N,c,c,c,o,x","N,c,o,8,9","cc,o,Z","cc,o,Z","N,a,x","x,a,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$
113r,4,3,,,"9,c^c,o","a,n","4,o,c,c,9","4,o,a,m","c^c,o,x","x,N,c,c,o,a,Z","cc,o,8,a,m","o,M,a,Q","cc,o,2,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,5,1,W,7,"P2,o,x,cc,o,Z","cc,c,o,8,9","4,o,M,c,8,9","x,N,c,cc,c,2",x,"N,c,c,o,x","x,N,cc,c,o,x","x,N,cc,c,8,9","N,o,M,cc,9","x,P2,cc,c,8,9","4,o,P2,cc,c,8,9","Z,o",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,5,2,,,"9,cc,c,o","x,N,cc,c,o",x,"cc,o,x","o,m+","4,o,N,c^c,c,o,9","4,o,N,c,c,c,o,8,9","x,cc,c,o",x,"N,cc,c,8,9","cc,o,N,cc,9","o,N,cc,8,a,Z","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
113r,5,3,,,"cc,o,x","cc,Z",2,"a,m","cc,a,m+",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,6,1,R,8,"P2,cc,c,o,o,Z","o,x,N,c,c,8,9","4,o,N,c,c,8,9","c^c,8,9","4,o,P1,cc,c,8,9","cc,c,P1,c,o,Z","cc,c,8,9","4,o,N,c,c,o,x","P2,o,Z","a,m","cc,c,P2,cc,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,6,2,,,"8,o,Z","c^c,a,Z","c^c,o,x","4,o,N,c,c,9","4,o,N","cc,o,x","cc,c,8,a,m","4,o,N,9","cc,o,N,a,n","cc,o,M,a,Z","cc,o,N,a,Z","cc,a,Z","a,x,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
113r,6,3,,,"9,cc,c,o,8","cc,c,o,a,m","cc,a,x","o,x,N,a,m","cc,N,a,m","cc,c,c,c,9","x,N,c,c,o","a,m+","o,N,c,c,8,9","4,o,N,cc,c,c,9","Z,cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,6,4,,,"9,t?,a,x","cc,c,c,o",Z,"x,a,m","cc,c,N,c,c,9","cc,c,o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,7,1,W,7,"N,c^c,o,Z,a,m","4,o,N,c,c,o,a,Z","c^c,o,M,c,o,x","x,N,x","cc,c,o,x","4,o,N,a,Z","cc,8,a,n","c,P2,c,o","c,M,c,9","cc,o,Z","a,m","c,N,c,9,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,7,2,,,"o,n?,Z","c^c,o,x","c^c,c,8,o?,n?,Z","o,M,cc,8,9","c^c,o,N,cc,9","c^c,a,m+","c^c,c,N,c,c,9","x,c^c,o,Z","a,i,Z","o,N,c,o,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,8,1,R,8,"M,cc,o,a,Z","c^c,c,c,o,8,a,m","cc,N,a,m","o,M,cc,o,8","o,N,cc,c,8,9","4,o,N,a,m","cc,o,N,a,n","c^c,c,o,Z","4,o,N,cc,9","4,o,P2,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
113r,8,2,,,"9,N,c,o,c,c^c,9","4,o,N,a,m","cc,o,x","N,m","cc,c,N,c,c,9","x,N,cc,c,9","4,o,N,a,x","cc,o,c,M,c,9","x,N,cc,o,Z","x,N,cc,c,8,9","x,N,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
