MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99839134,https://search.proquest.com/eebo/docview/2248575613,1528,"Complures Luciani dialogi à desiderio Erasmo Roterodamo utriusq[ue] linguæ doctissimo in Latinum co[n]uersi, & à Nicolao Buscoduce[n]si illustrati, additis fabularu[m] & difficilimu[m] uocabuloru[m] explanatio[n]ibus, cu[m] tabula. Distichon ab Hadriano Barlando lusum Græcia me genuit nuper facundus Erasmus transtulit in latium, munere plaude puer. Leuini Linij endecasyllabon ad puerum emptorum.",3533,Book,"Early English Books, 1475-1640 (STC)","Lucian, of Samosata.|Buscoducensis, Nicolas, 1478-ca. 1551.|Baarland, Adriaan van, 1486-1538.","VVynandus de VVordis suis characteribus excudebat, co[m]morans in uico Anglicæ nu[n]capato (the Fletestrete) subintersignio Solis",England,Latin,STC (2nd ed.) / 16891,British Library,Y,N,Literature|Classical authors,10/1/19
99839510,https://search.proquest.com/eebo/docview/2248584243,1528,[Breviarium Sarum],3938,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,J. Kerbriant or Huguelin,France,Latin,STC (2nd ed.) / 15822a,Cambridge University Library,Y,N,,10/1/19
99839961,https://search.proquest.com/eebo/docview/2248569347,1528,Lytylton tenures newly and most truly corrected [and] amended,176366,Book,"Early English Books, 1475-1640 (STC)","Littleton, Thomas, Sir, d. 1481.",In edibus Richardi Pynsonis,England,Romance (Other),STC (2nd ed.) / 15728,British Library,Y,N,Economics|Jurisprudence,10/1/19
99839971,https://search.proquest.com/eebo/docview/2248567690,1528,Incipit perutilis tractat[us] magistri Joh[ann]is Parkins interior Templi socii siue explanacio quoru[m]dam capitulo[rum] in tabula hui[us] libelli contento[rum] grandi cum dilige[n]tia [et] studio ad iuuenu[m] informatione[m] valde necessaria nouiter edita magnaq[ue] diligentia reuisa ac castigata in edibus Roberti Redman anno salud n[ost]re 1528 die vero .24. Octobris. Cum gratia [et] priuilegio a Rege indulto.,4437,Book,"Early English Books, 1475-1640 (STC)","Perkins, John, d. 1545.",Roberti Redman,England,Romance (Other),STC (2nd ed.) / 19629,Harvard University Library,Y,N,Jurisprudence,10/1/19
99840438,https://search.proquest.com/eebo/docview/2240900449,1528,"Regimen sanitatis Salerni This boke techyng al people to gouerne them in helthe, is translated out of the Latyne tonge in to englishe by Thomas Paynell. Whiche boke is as profitable [et] as nedefull to be had and redde as any can be to obserue corporall helthe.",4944,Book,"Early English Books, 1475-1640 (STC)","Joannes, de Mediolano.|Arnaldus, de Villanova, d. 1311.|Paynell, Thomas.","In fletestrete, in the house of Thomas Berthelet, nere to ye cu[n]dite at ye signe of Lucrece]",England,English,STC (2nd ed.) / 21596,British Library,Y,Y,Medical texts,10/1/19
99840524,https://search.proquest.com/eebo/docview/2240892803,1528,"Guilelmi Lilii grammatici & poetæ eximii, Paulinæ scholæ olim moderatoris, de generibus nominum ac verborum præteritis & supinis regulæ pueris apprime vtiles. Opus recognitum & adauctum cum nominum ac verborum interpretamentis, per Ioanne[m] Rituissi scholæ Paulinæ præceptoris.",5036,Book,"Early English Books, 1475-1640 (STC)","Lily, William, 1468?-1522.|Rightwise, John, 1490-1532?",P. Treveris,England,Latin,STC (2nd ed.) / 15607,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99840547,https://search.proquest.com/eebo/docview/2240900474,1528,Lytylton tenures newly and most truly correctyd [and] amendyd,176365,Book,"Early English Books, 1475-1640 (STC)","Littleton, Thomas, Sir, d. 1481.",In edibus Roberti Redman,England,Romance (Other),STC (2nd ed.) / 15727,British Library,Y,N,Economics|Jurisprudence,10/1/19
99840549,https://search.proquest.com/eebo/docview/2248564141,1528,What is to be done wha[n] an englysshe is gyuen to be made in latyn  ...,5062,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.",In Fletestrete at the sygne of saynt Iohn the Euangelyst by [J. Skot for] me Iohn Butler,England,English,STC (2nd ed.) / 23172,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99840601,https://search.proquest.com/eebo/docview/2240866365,1528,"The obedie[n]ce of a Christen man and how Christe[n] rulers ought to governe, where in also (if thou marke diligently) thou shalt fynde eyes to perceave the crafty conveyance of all iugglers.",5122,Book,"Early English Books, 1475-1640 (STC)","Tyndale, William, d. 1536.","the seconde daye of October. Anno. M.CCCCC.xxviii, by me Hans luft [i.e. J. Hoochstraten]",Belgium,English,STC (2nd ed.) / 24446,Bodleian Library,Y,Y,Religious,10/1/19
99840607,https://search.proquest.com/eebo/docview/2248567805,1528,That fayth the mother of all good workes iustifieth us before we ca[n] bringe forth anye good worke...,5129,Book,"Early English Books, 1475-1640 (STC)","Tyndale, William, d. 1536.",By Hans luft [i.e. J. Hoochstraten],Belgium,English,STC (2nd ed.) / 24454,British Library,Y,Y,Religious|Bibles,10/1/19
99840807,https://search.proquest.com/eebo/docview/2240904275,1528,Roberti VVakfeldi sacrarum literaru[m] professoris eximij oratio de laudibus & vtilitate triu[m] linguar[um] Arabicæ Chaldaicæ & Hebraicæ atq[ue] idiomatibus hebraicis quæ in vtroq[ue] testame[n]to i[n]ueniu[n]tur.,5342,Book,"Early English Books, 1475-1640 (STC)","Wakefield, Robert, fl. 1524-1532.",Apud VVinandum de Vorde [sic],England,Latin,STC (2nd ed.) / 24944,Bodleian Library,Y,N,Religious|Bibles,10/1/19
99840847,https://search.proquest.com/eebo/docview/2264188968,1528,"A full deuoute [and] gostely treatyse of ye imitacyo[n] [and] folowynge ye blessed lyfe of our most mercyfull sauyour cryst: co[m]pyled in Latyn by ye ryght worshypfull doctor master John Gerson, [and] translated into englysshe the yere of our lorde. M.d.ii. by mayster Wyllyam atkynson doctor of diuynyte, at ye specyall request [and] co[m]mau[n]dement of ye full excellent pryncesse Margarete moder to our souerayne lorde Kynge Henry the. vii. [and] Cou[n]tesse of Rychemount [and] Derby",176384,Book,"Early English Books, 1475-1640 (STC)","Anon.|Atkinson, William, d. 1509.|Thomas, à Kempis, 1380-1471",By wynkyn de worde i[n] fletestrete at the sygne of the sonne,England,English,STC (2nd ed.) / 23960,British Library,Y,N,Religious,10/1/19
99840863,https://search.proquest.com/eebo/docview/2248567149,1528,Here begynneth a lyttell treatyse cleped La conusaunce damours,5404,Book,"Early English Books, 1475-1640 (STC)",Anon.,"Imprinted by Rycharde Pynson, printer to the kynges noble grace",England,English,STC (2nd ed.) / 5631,The Huntington Library,Y,N,Poetry,10/1/19
99841024,https://search.proquest.com/eebo/docview/2248568325,1528,"Grammatices primæ partis liber prim[us] Roberti VVhitintoni. Li. L. nuperrime recognitus, De nominum generibus Ad flore[n]tissimu[m] inuictissimu[m]q[ue] principe[m] Henricum octauum regem Angliæ & Fra[n]ciæ, &c. Roberti VVhitintoni supplicatio. Sanguine troiugenum claro de stemmate princeps. Henrice, angelici gloria prima soli. Ecce tua[m] infestat pupem fera dira Brita[n]na[m], grammaticen vatis dilaceratq[ue] tui. Consule diue pie studio, rex magne labori. Edgarus vt fias, ora retunde lyci. Humiliabit calumniatorem",5581,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Ex typis VVinandi VVorde[n]sis,England,Latin,STC (2nd ed.) / 25490,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99841205,https://search.proquest.com/eebo/docview/2264188714,1528,"Portiforiu[m] seu breuiarium ad vsum eccl[es]ie Sarisburie[n]sis castigatum, suppletum, marginalibus quotationibus adornatu[m], ac nunc primum ad verissimum ordinalis exemplar in suum ordinem a peritissimis viris redactum. Pars estiualis.",5768,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,Per F. Regnault,France,Latin,STC (2nd ed.) / 15824,Bodleian Library,Y,N,Religious,10/1/19
99841247,https://search.proquest.com/eebo/docview/2240858419,1528,Hore beate marie virginis ad vsum Sa[rum] rece[n]tissime impresse necno[n] emendate secundu[m] exemplar Parrisius,5815,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,[N. le Roux] Impensis Iacobi cousin bibliopole benemeriti Rothomagi co[m]mora[n]tis,France,Latin,STC (2nd ed.) / 15958,Bodleian Library,Y,N,Religious,10/1/19
99841282,https://search.proquest.com/eebo/docview/2240857043,1528,Here begynneth a treatyse how ye hye fader of heuen sendeth dethe to somon euery creature to come and gyue a counte of theyr lyues in this worlde and is in maner of a morall playe.,177055,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Poules chyrche yarde by me Iohn̄ Skot,England,English,"Greg, I, 4(c)|STC (2nd ed.) / 10606",The Huntington Library,Y,N,Religious|Drama,10/1/19
99844044,https://search.proquest.com/eebo/docview/2240875477,1528,De cursione lune Here begynneth the course and disposicion of the dayes of the moone in laten and in Englysshe whiche be good: and whiche be badde after the influentes of the moone drawen out of a boke of Aristotiles de astronomiis.,8828,Book,"Early English Books, 1475-1640 (STC)",Aristotle.,R. Faques] And be for to sell [by R. Wyer] in saynt Martyns parysshe at the sygne of Saynt Joh[a]n Euangelyst,England,English,STC (2nd ed.) / 768,British Library,Y,Y,Astrology and cosmography|Classical authors,10/1/19
99844302,https://search.proquest.com/eebo/docview/2240881965,1528,"The Cronycles of Englonde with the dedes of popes and emperours, and also the descripcyon of Englonde",9101,Book,"Early English Books, 1475-1640 (STC)","Anon.|Higden, Ranulf, d. 1364.",In Fletestrete at the sygne of the Sonne by Wynkyn de Worde,England,English,STC (2nd ed.) / 10002,British Library,Y,Y,"Travel, topography, maps and navigational manuals|History and chronicles",10/1/19
99844426,https://search.proquest.com/eebo/docview/2240879582,1528,The proclamacion made and de[vised by the] kynges hyghnesse our soueraygne lorde and his honorable counsaile ...,9237,Book,"Early English Books, 1475-1640 (STC)",Anon.|England. Sovereign (1509-1547 : Henry VIII),P[er] me Robert Pynsonu[m],England,English,"STC (2nd ed.) / 7771|Steele, R.  Tudor and Stuart Proclamations, 113",British Library,Y,Y,"Ordinances, edicts, proclamations|History and chronicles",10/1/19
99844427,https://search.proquest.com/eebo/docview/2240892361,1528,Here begynnith the hole abrygeme[n]t of al the statut[es] as wel the olde as the new with diuers other tytles [and] statutes whiche were neuer impryntyd before in englysshe as shal appere to al those that dilyge[n]tly serchyth.,9238,Book,"Early English Books, 1475-1640 (STC)",Anon.|England.,In Saynt Donstons Paryshe at the signe of the George by me Robert Redman,England,English,"Beale, J.H.  Engl. law, S47|STC (2nd ed.) / 9519",British Library,Y,N,Political tracts|History and chronicles,10/1/19
99844562,https://search.proquest.com/eebo/docview/2240896202,1528,"Here begynneth a lytell boke of the .xxiiii. stones pryncipalles that profyteth most to mans body, as the day [and] the nyght hath .xxiiii. houres, so be there .xxiiii. stones pryncipall.",9386,Book,"Early English Books, 1475-1640 (STC)",Anon.,"R. Pynson] And be for to sell at the Sygne of seynt Iohn̄ Euangelyst, in seynt Martyns parisshe besyde charynge Crosse",England,English,STC (2nd ed.) / 3361,British Library,Y,N,Religious|Medical texts,10/1/19
99845041,https://search.proquest.com/eebo/docview/2240896245,1528,In this boke are conteyned the co[m]mendacions of matrymony the maner [and] fourme of contractyng solempnysynge and lyuyng in the same. With declaracyon of all suche impedymentes as dothe let matrymony to be made. And also certeyne other thynges whiche curates be bounden by ye lawe to declare oftentymes to theyr parysshe. Imprynted at the instaunce of mayster Polydore Vergyl archedeaken of Welles.,9917,Book,"Early English Books, 1475-1640 (STC)","Harrington, William, d. 1523.|Vergil, Polydore, 1470?-1555.",In Poules chyrche yarde by me Ioh[a]n Skot,England,English,STC (2nd ed.) / 12799,British Library,Y,N,"Marriage, the debate on women",10/1/19
99845114,https://search.proquest.com/eebo/docview/2240913308,1528,"Enchiridion, p[re]clare ecclesie Sarum deuotissimis precationibus, ac venustissimis imaginib[u]s et ijs quidem non paucis refertum.",9995,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,Ex officina libraria vidue spectabilis viri Thielmanni Keruer [expensis Alardi plomier],France,Latin,STC (2nd ed.) / 15957,Bodleian Library,Y,N,Religious,10/1/19
99845166,https://search.proquest.com/eebo/docview/2240879769,1528,The debate and stryfe betwene somer and wynter with the estate present of man.,10052,Book,"Early English Books, 1475-1640 (STC)",Anon.,"Imprynted by me laurens andrew These bookes be for to sell [by R. Wyer?] at the signe of seynt Ioh[a]n Euangelyst, in saynt Martyns parysshe besyde Charynge crosse",England,English,STC (2nd ed.) / 6445,British Library,Y,Y,Religious|Literature,10/1/19
99845330,https://search.proquest.com/eebo/docview/2264193971,1528,The dyctes and the sayenges of the philosophers other wyse called Dicta philosophorum,10223,Book,"Early English Books, 1475-1640 (STC)","Mubashshir ibn Fātik, Abū al-Wafāʼ, 11th cent.|Guillaume, de Tignonville, d. 1414.|Rivers, Anthony Woodville, Earl, 1442?-1483.",in Fletestrete at the sygne of the sonne by me Wynkyn de Worde,England,English,STC (2nd ed.) / 6830,British Library,Y,N,Philosophy and morality,10/1/19
99845435,https://search.proquest.com/eebo/docview/2240861659,1528,"The vertuose boke of distyllacyon of the waters of all maner of herbes with the fygures of the styllatoryes, fyrst made and compyled by the thyrte yeres study and labour of the moste co[n]nynge and famous mayster of phisyke, Master Iherom bruynswyke. And now newly translate[d] out of Duyche into Englysshe Nat only to the synguler helpe and profyte of the surgyens, phisycyens, and pothecaryes, but also of all maner of people, parfytely and in dewe tyme and ordre to lerne to dystyll all maner of herbes, to the profyte, cure, and remedy of all maner dysseases and infirmytees apparant and nat apparant. And ye shall vnderstande that the waters be better than the herbes, as Auicenna testefyeth in his fourthe conon saynge that all maner medicynes vsed with theyr substance, febleth and maketh aged, and weke. Cum gratia et preuilegio regali.",10334,Book,"Early English Books, 1475-1640 (STC)","Brunschwig, Hieronymus, ca. 1450-ca. 1512.|Andrew, Laurence, fl. 1510-1537.","In the flete strete by me Laurens Andrewe, in the sygne of the golden Crosse",England,English,STC (2nd ed.) / 13436,British Library,Y,Y,"Medical texts|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99845631,https://search.proquest.com/eebo/docview/2240898000,1528,[Thus endeth the secrete of secretes of Arystotle],10542,Book,"Early English Books, 1475-1640 (STC)","Anon.|Aristotle|Copland, Robert, fl. 1508-1547.",Imprynted by Robert Copland at Londo[n] in the flete-strete at the sygne of the Rose garla[n]de,England,English,STC (2nd ed.) / 770,Cambridge University Library,Y,Y,"Educational books|Courtesy, civil conversation, etiquette, sumptuary",10/1/19
99845744,https://search.proquest.com/eebo/docview/2240911143,1528,De termi[n]o Michaelis anno. xiiii. E. iiii,10665,Book,"Early English Books, 1475-1640 (STC)",Anon.,"In Flete strete by Richarde Pynson, printer to the kynges most noble grace. Cum Priuilegio",England,Romance (Other),"Beale, J.H.  Engl. law, R314|STC (2nd ed.) / 9845",British Library,Y,N,Jurisprudence|Literature,10/1/19
99845748,https://search.proquest.com/eebo/docview/2248522288,1528,De termino Pasche. Anno. xvi. Edwardi quarti,10669,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressum per me Richardu[m] Pynsonum regium impressorem. Cum priuilegio a rege indulco,England,Romance (Other),"Beale, J.H.  Engl. law, R326|STC (2nd ed.) / 9856",British Library,Y,N,Jurisprudence|Literature,10/1/19
99845750,https://search.proquest.com/eebo/docview/2240894717,1528,De termino Pasche. Anno xviii. Edwardi quarti,10671,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressum per Richardum Pynsonum regium impressorem. Cum priuilegio a rege indulto.,England,Romance (Other),"Beale, J.H.  Engl. law, R339|STC (2nd ed.) / 9865",British Library,Y,N,Jurisprudence|Literature,10/1/19
