folio,par,line,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
,,5,"8,c^c,c,8,9","9,N,c,c,8,9","c^c,c,c,N,9","8,a,m","o,N,c,8,9","4,o,N,c,c,8","4,o,N,c,8,9","x,cc,P2,cc,8,9",,,,,,,,,,,,,,,,,,
,,6,"4,o,N,a,x","cc,c,8,9","o,x","c^c,c,c,9","2,a,x,c^c,c,M,c,8,9","4,o,P2,cc,c,8,9",Z,"cc,c,8,9","x,M,a,Z,9",,,,,,,,,,,,,,,,,
,,7,"x,o,Z","c^c,c,8,9","4,o,c,c,8,9","o,x","cc,9",Z,"c^c,c,8,9","x,c^c,c,8,9","8,a,Z","cc,8,9","P2,cc,8,9",,,,,,,,,,,,,,,
,,8,"2,c^c,N,cc,8,9","cc,c,8,9","o,x","c^c,c,8,9","4,o,x,cc,c,8,9","4,o,N,a,n","c,2,c,N,c,9","8,x","Z,a,x",,,,,,,,,,,,,,,,,
,,9,"4,o,N,cc,8,9","cc,c,9","o,x","cc,c,N,9","o,x","c^c,c,8,9","4,o,N,c,8,9","4,o,N,c,8,9","cc,c,N,c,9","4,o,N,9",,,,,,,,,,,,,,,,
,,10,"2,o,x,N,c,c,9","o,x","c^c,c,8,9","4,o,N,a,Z","c^c,c,N,c,9","8,c,c^c,8,9","4,o,N,a,Z","4,o,N,a,x","8,o,x","cc,9",,,,,,,,,,,,,,,,
,,11,"4,o,c,M,c,c,9","cc,c,N,a,x","cc,c,8,9","4,o,N,c,8,9","x,c^c,c,M,9","4,o,x,8,9","x,M,c,8,9","4,o,M,a,n",,,,,,,,,,,,,,,,,,
,,12,"x,c^c,o","4,o,N,c,9","x,c^c,c,8,9","x,c^c,c,8,9","cc,c,8,9","4,o,x,N,9","x,cc,c,8,a,x","4,o,x","o,M,a,Z",,,,,,,,,,,,,,,,,
,,13,"4,o,N,a,x","4,o,x","o,m","cc,c,c,9","8,a,x","x,cc,c,8,9","c^c,c,8,9","2,a,x,cc,M,c,8,9","M,a,Z",,,,,,,,,,,,,,,,,
,,14,"c^c,o,x","4,c,M,cc,9","9,N,a,m","o,x,N,a,n","c^c,c,8,9","4,o,N,9","8,cc,c,8,9","Z,o,x","o,x","c,M,c,8,9",,,,,,,,,,,,,,,,
,,15,"9,M,c,9","o,N,cc,c,8,9","4,o,N,a,x","o,N,c,c,9","4,o,x","cc,c,c,8,9","2,a,x","M,c,o,x","8,cc,8,9","x,9",,,,,,,,,,,,,,,,
,,16,"o,c^c,c,8,9","4,o,M,c,8,9","c^c,o,x","cc,c,8,9","9,c^c,cc,c,9","o,x","cc,c,9","4,o,x","cc,c,8,9","M,cc,8","o,N,9",,,,,,,,,,,,,,,
,,17,"?,o,x","cc,c,cc,o,x","M,a,Z","o,m","o,N,c,8,9","8,a,x","c^c,c,9","o,x,N,c,o,x","o,x,N,c,c,8,9","o,N,c,o,x",,,,,,,,,,,,,,,,
,,18,"8,c^c,c,o,x","o,m+","o,x,N,c,c,8,9","M,c,8,9","cc,c,N,9","c^c,c,N,c,c,8,9","cc,a,x",,,,,,,,,,,,,,,,,,,
,3,1,"o,M,a,n","o,x,N,a,x",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82r,1,1,"4,o,c,2,c,c,8,9","4,o,N,c,o,x","8,a,m","c^c,c,N,c,9","o,N,c,c,o,Z","cc,c,c,9","8,a,m","c^c,c,9",,,,,,,,,,,,,,,,,,
,,2,"8,cc,c,8,9","4,o,x,cc,c,8,9","4,o,N,a,n","8,9","4,o,N,c,c,8,9","4,o,N,a,x","x,cc,c,c,N,c,9","x,cc,c,8",,,,,,,,,,,,,,,,,,
,,3,"4,o,N,c,c,9","x,cc,c,c,N,c,c,8,9","4,o,N,a,x",9,"2,o,x,N,a,m","cc,c,N,c,9","4,o,N,a,m",,,,,,,,,,,,,,,,,,,
,,4,"4,o,N,a,m","o,?,M,c,c,o,x","cc,N,c,c,9","x,8,9","o,M,c,c,9","4,o,N,a,x","c^c,c,o,N,c,9","4,o,N,9",,,,,,,,,,,,,,,,,,
,,5,"2,o,x","x,N,cc,c,8,0","4,o,N,c,c,8,9","4,o,N,a,x","c,M,c,o,x","cc,c,8,9","4,o,M,c,c,8,9","4,o,M,a,x",,,,,,,,,,,,,,,,,,
,,6,"2,a,Z","c^c,c,8,9","4,o,x","c^c,c,8,a,m","c^c,c,c,N,c,9","o,N,a,x","c^c,c,N,9","4,o,M,a,m","cc,c,8,o,x",,,,,,,,,,,,,,,,,
,,7,"8,c^c,c,8,9","2,o,M,a,m","4,o,N,a,Z","c^c,c,8,9","2,o,x,c^c,c,8,9","4,o,N,c,c,9","4,o,N,9","x,2","cc,c,c,9",,,,,,,,,,,,,,,,,
,,8,"4,o,N,c,c,9","c^c,c,c,8,9","4,o,N,c,8,9","x,cc,o,Z","cc,c,c,9","4,o,N,c,9","4,o,M,a,x","cc,c,8,9","4,o,M,c,o,Z",,,,,,,,,,,,,,,,,
,,9,"2,c^c,o,x","c^c,c,c,M,c,9","4,o,N,a,m","cc,N,c,8,9","Z,cc,c,9","8,a,i,Z,cc,c,9","4,o,N,a,m",,,,,,,,,,,,,,,,,,,
,2,1,"o,Z,o,x","8,a,i,Z",,,,,,,,,,,,,,,,,,,,,,,,
,3,1,"N,o,x,cc,8,9","4,o,N,c,8,9","4,o,P2,o,x","4,o,M,c,8,o,Z","cc,o,P2,cc,c,8,9","4,o,M,a,x","cc,c,8,9","N,a,Q",,,,,,,,,,,,,,,,,,
,,2,"o,M,c,8,9","4,o,8,cc,c,8","o,x,4,o","8,a,Z","cc,c,c,N,c,o","x,o,x,o,x","o,N,a,x","o,N,a,Z","cc,c,8,9",,,,,,,,,,,,,,,,,
,,3,"M,cc,c,o,x","o,x,cc,c,8,9","4,o,N,c,c,8,9","4,o,M,c,8,9","cc,c,8,a,Z","cc,c,c,9","x,cc,c,9","2,a,x,a,Z,o,x",,,,,,,,,,,,,,,,,,
,,4,"2,o,x,cc,9","4,o,N,a,x","cc,c,9","4,o,N,a,n","8,cc,c,8,9","4,o,N,c,c,9","4,o,N,a,m","o,x,cc,c,8,9",,,,,,,,,,,,,,,,,,
,,5,"M,c,8,9","x,cc,c,8,9","4,o,N,c,8,9","4,o,N,c,c,8,9","x,N,c,c,8,9","4,o,N,a,m","8,9","8,a,m","cc,8,9","8,9",,,,,,,,,,,,,,,,
,,6,"4,o,N,c,c,8,9","x,cc,c,8,9","4,o,N,c,c,8,9","cc,c,c,9","Z,o,Z","o,x","2,a,m","cc,c,9","Z,a,c,M,9","8,a,Q",,,,,,,,,,,,,,,,
,,7,"8,c^c,c,8,9","4,o,M,c,c,9","cc,c,8,9","4,o,N,c,c,c,9","4,o,N,c,8,9","x,M,c,c,8,9","4,o,N,c,c,8,9","Z,a,x,cc,c,9",,,,,,,,,,,,,,,,,,
,,8,"P2,o,x,cc,c,8","o,M,a,n","c^c,c,8,9","c^c,c,8,9","8,a,x","cc,c,8,a,Z","4,o,N,c,c,9","9,N,c,c,9","x,2,a,Z,a,m","o,Z,9",,,,,,,,,,,,,,,,
,,9,,"o,N,a,n","cc,a,Z","o,N,a,n","4,o,N,c,c,8,9","x,cc,9",,,,,,,,,,,,,,,,,,,,
,4,1,"P2,o,2,a,x,c^c,9","4,o,N,c,8,9","c,P2,c,a,x","c^c,c,8,9","c^c,c,o,x",N,"c,c,c,8,9","x,N,a,m","c^c,c,8,9","4,o,x,9",,,,,,,,,,,,,,,,
,,2,"8,a,m","cc,c,o,N,9","x,N,c,8,9","2,o,x,c^c,c,9","8,a,m","cc,c,9","4,o,x","cc,c,8,9","4,o,N,c,c,9","8,a,x",,,,,,,,,,,,,,,,
,,3,"4,o,N,a,m","cc,c,o,Z","c^c,c,c,9","4,o,N,a,m","c^c,c,N,c,c,9","4,o,x,N,c,c,c,8,9","4,o,N,c,c,c,9","Z,a,Z,9",,,,,,,,,,,,,,,,,,
,,4,"cc,c,c,9","4,c,M,c,c,9","4,o,N,c,c,9","x,cc,c,c,9","8,a,m","cc,c,9","4,o,N,c,c,c,8,9","x,cc,c,8,9","x,a,Z",,,,,,,,,,,,,,,,,
,,5,"4,o,N,c,c,8,9","x,cc,c,c,8,9","4,o,N,c,c,9","2,a,x","Z,a,m","4,o,N,c,c,9","x,N,c,c,9","4,o,N,c,c,9","Z,a,m","9,8,9",,,,,,,,,,,,,,,,
,,6,"8,o,x","4,o,c,2,c,8,9","c^c,c,c,i,Z,x","c^c,c,c,8,9","x,c^c,c,8","4,o,c,N,c,c,9","x,cc,c,8,9","x,a,Z","c^c,c,c,9","Z,9",,,,,,,,,,,,,,,,
,,7,"M,c^c,c,9","4,o,N,c,c,8,9","cc,c,a,x","x,cc,c,8,a,Z","cc,c,2","a,m","o,M,c,c,9","4,o,N,a,m","o,N,c,9",,,,,,,,,,,,,,,,,
,,8,"P2,cc,c,8,9","Z,c^c,c,a,x","8,a,x,8,9","4,o,N,c,c,8,9","Z,c^c,c,8,9","4,o,M,c,c,8,9","4,o,N,c,c,8,9","x,o,cc,c,8,9",,,,,,,,,,,,,,,,,,
,,9,"4,o,N,a,m","c^c,c,8,9","4,o,N,c,c,8,9","4,o,M,a,n","cc,c,M,c,c,9","4,o,M,c,c,o,x","cc,c,9","4,o,N,a,m","o,x,9",,,,,,,,,,,,,,,,,
,,10,"8,cc,c,c,9","x,cc,c,8,9","4,o,N,c,c,8,9","x,cc,c,8,9","Z,cc,c,8,9","o,N,c,cc,9","4,o,M,c,8,9","4,o,M,9","4,o,M,9",,,,,,,,,,,,,,,,,
,,11,"4,o,M,c,c,9","Z,a,m","cc,c,o,x","4,o,M,c,c,9","c^c,c,8,9","4,o,N,c,c,9","x,c^c,c,8,9","4,o,N,c,c,8,9","Z,a,Q",,,,,,,,,,,,,,,,,
,,12,"cc,c,o,x","o,x","Z,c^c,c,c,8,9","x,cc,c,8,9","4,o,M,9","x,cc,c,c,o,Z","4,o,N,a,n","cc,c,c,8,9","x,cc,c,8",,,,,,,,,,,,,,,,,
,,13,"M,?,m","c^c,c","8,a,m","cc,c,N,c,c,9","x,cc,c,9","x,cc,c,c,N,c,9","c^c,c,c,9","x,Z","cc,c,9","Z,a,n",,,,,,,,,,,,,,,,
,,14,"2,a,n","o,x","cc,c,o,x","c,N,c,c,9","cc,c,o,Z","cc,c,9",,,,,,,,,,,,,,,,,,,,
,5,1,"o,N,a,Z","8,a,Z,o,x","o,N,a,x","o,N,a,x,8,9","8,a,Z,a,Z,9","o,N,a,i,Z,a,8,9",,,,,,,,,,,,,,,,,,,,
,,2,"2,o,Z,o,Z,x","o,x,N,a,N,9","2,o,N,o,x,9","8,o,x,o,x","o,x,a,m","o,N,c,c,a,Z",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82v,1,1,"o,M,c,cc,8,9","o,M,c,8,9","8,a,m","o,M,9","o,M,c,8,a,x",,,,,,,,,,,,,,,,,,,,,
,2,1,"M,o,N,o,x","o,x,P1,cc,c,8,9","4,o,N,c,c,8,9","4,o,N,c,8,a,x","c^c,o,x","4,o,M,a,x","o,M,8,a,x","8,a,x","o,x,c^c,c,8,9",,,,,,,,,,,,,,,,,
,,2,"4,o,N,c,8,9","x,c^c,c,8,9","4,o,m,o,x","8,o,x","c^c,c,8,9","c^c,c,8,9","8,9","8,a,Z","o,M,c,8,9","cc,c,M,c,8,9","x,o,N,a,Q",,,,,,,,,,,,,,,
,,3,"8,a,i,Z","o,x","cc,c,8,9","4,o,M,c,8,9","4,o,M,c,8,9","cc,2,8,9","4,o,M,a,x","4,o,M,9","4,o,N,a,x","4,o,N,c,8,9","x,o",,,,,,,,,,,,,,,
,,4,"4,o,N,a,n","c^c,c,o,x","4,o,M,c,c,8,9","cc,c,8,9","4,o,N,c,9","4,o,N,c,8,9","4,o,N,o,x","cc,c,8,9","cc,c,8,9","x,cc,9",,,,,,,,,,,,,,,,
,,5,"2,o,x,c^c,c,8,9","x,cc,c,8,9","8,o,x,c^c,c,8,9","4,o,N,a,x","c^c,c,c,N,c,9","c^c,c,9","M,c,c,o,x","o,M,c,c,8,9","4,o,N,c,8,9",,,,,,,,,,,,,,,,,
,,6,"4,o,M,c,9","4,o,N,a,x","c^c,o,N,9","4,o,N,a,x","cc,c,8,9","4,o,M,a,x","c^c,c,8,9",,,,,,,,,,,,,,,,,,,
,3,1,"P2,cc,c,o,x","8,a,Z","4,o,N,c,c,9","cc,c,c,N,9","4,o,N,o,x","8,a,x","c^c,c,8,9","P2,cc,8,9","Z,o,x","4,o,M,c,8,9","Z,o,x",,,,,,,,,,,,,,,
,,2,"8,a,x","c^c,o,x","8,a,Z","o,x","4,o,N,9","4,o,x","cc,c,8,9","4,o,N,a,Z","4,o,M,c,9","M,9","4,o,N,9","cc,c,M,c,9","4,o,N,9",,,,,,,,,,,,,
,,3,"M,cc,c,8,9","4,o,c,M,c,c,2","4,o,N,a,Z","cc,c,N,c,9","4,o,N,a,n","cc,o,x,N,a,m","cc,c,N,c,8,9","4,o,N,o,x,8,9",,,,,,,,,,,,,,,,,,
,,4,"8,a,x,cc,c,8,9","x,cc,c,9","Z,o,x","Z,o,x","cc,c,c,9","2,a,n","c^c,c,9",,,,,,,,,,,,,,,,,,,
,4,1,"M,a,Z","c^c,c,?,N,c,9","4,o,N,a,x","4,o,N,a,n","cc,c,a,x","M,c,8,9","Z,cc,c,8,9","P2,cc,c,8,9","Z,c^c,c,o,x","8,a,x",,,,,,,,,,,,,,,,
,,2,"4,o,N,c,8,9","x,cc,c,9","cc,c,c,9","Z,a,m","c^c,c,2","4,o,N,cc,c,9","4,o,N,a,n","o,N,a,x","8,9","x,cc,c,8,a,Q",,,,,,,,,,,,,,,,
,,3,"o,Z,a,n","c^c,c,8,9","4,o,N","cc,a,Z","o,N,a,?","4,o,N,c,c,8,9","Z,cc,c,c,9","4,o,M,c,8,9","cc,M,c,8,9","Z,cc,c,2","a,x,9",,,,,,,,,,,,,,,
,,4,"9,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,8,9","4,o,N,a,Z","o,N,c,c,9","x,N,c,8,9","4,o,N,a,x","o,x,N,c,c,8,9","4,o,N,c,c,8,9","o,N,9",,,,,,,,,,,,,,,,
,,5,"4,o,N,o,x","cc,c,8,9","cc,c,a,x","cc,c,8,9","o,M,9","cc,8,9","8,9","cc,c,c,N,c,9","o,M,a,x","cc,x",2,,,,,,,,,,,,,,,
,5,1,"o,x,N,c,c,8,9","o,N,a,x,cc,9",,,,,,,,,,,,,,,,,,,,,,,,
,6,1,"M,o,x,c^c,c,o,x","4,o,N,c,8,9","4,o,x,N,c,8,9","Z,c^c,c,8,9","4,o,N,c,8,9","Z,c^c,c,c,8,a,Z","o,n,o,x,9",,,,,,,,,,,,,,,,,,,
,,2,"8,a,n","cc,c,9","4,o,N,c,c,c,9","4,o,N,9","o,N,a,m","o,N,a,n","o,x,N,a,n","o,M,an","o,N,a,Z","a,x,9",,,,,,,,,,,,,,,,
,,3,"4,o,N,a,n","cc,c,8,9","4,o,x,N,c^c,c,9","4,o,M,a,x","c^c,c,9","4,o,N,a,n","o,x,cc,c,c,N,c,9","x,9",,,,,,,,,,,,,,,,,,
,,4,"9,c^c,i,8,9","4,o,x,cc,c,9","4,o,x,a,m","o,M,a,n","o,x,N,c,c,8,9","4,o,M,c^c,c,8,9","o,x,x",,,,,,,,,,,,,,,,,,,
,,5,"8,c^c,c,8,9","4,o,N,a,m","o,x,cc,c,8,9","4,o,N,a,x","c^c,c,8,9","4,o,M,a,x","8,9,M,a,Z,9","x,?,x",,,,,,,,,,,,,,,,,,
,,6,"4,o,N","c^c,c,o,x","N,c,cc,c,9","4,o,M,9","Z,a,x","M,cc,8,a,Z,o,x","c^c,c,9,M,cc,8,9","4,o,N,a,x",,,,,,,,,,,,,,,,,,
,,7,"2,a,m","c^c,c,9","4,o,N,o,x","cc,o,x","4,o,x","c^c,c,c,8,9","4,o,N,o,x","c^c,c,8,9","4,o,N,a,m",,,,,,,,,,,,,,,,,
,,8,"4,o,N,a,n","c^c,c,a,x","4,o,x,cc,c,8,9","4,o,N,a,n,Z","o,x,N,a,m","c^c,c,8,9",,,,,,,,,,,,,,,,,,,,
,7,1,"M,cc,a,x","o,x,N,a,i,Z","c^c,c,c,N,9","4,o,x,cc,c,9","4,o,N,a,Z","c^c,c,9","4,o,N,a,n","o,M,c^c,c,8,9",,,,,,,,,,,,,,,,,,
,,2,"8,a,m","cc,c,9","4,o,N,9","c^c,c,8,9","4,o,N,a,n","o,x,N,c,c,8,9","4,o,N,c,cc,c,8,9","4,o,M,a,Z",,,,,,,,,,,,,,,,,,
,,3,"P2,o,x","o,x,o,Z","cc,c,9","4,o,N,a,n","c^c,c,8,9","4,o,N,a,n","o,x,cc,c,2,9","o,x",Z,"a,n","8,a,Z",,,,,,,,,,,,,,,
,,4,"4,o,N,c,c,9","Z,a,n","cc,c,9","4,o,x,N,a,n","o,N,9","o,M,a,x,9","4,o,N,a,x",c^c,"o,x,c^c,a,x,2,9",,,,,,,,,,,,,,,,,
,,5,"2,a,Z","o,x","x,a,Z,a,m","cc,c,9","4,o,N,a,n","o,Z,a,m",,,,,,,,,,,,,,,,,,,,
,8,1,"4,o,8,9","c^c,a,Z","a,c,M,c,9","4,o,N,cc,c,9","N,cc,c,9","o,x,N,a,n","o,P2,cc,c,8,9","4,P1,o,x","c^c,M,9","o,Z,a,x",,,,,,,,,,,,,,,,
,,2,"9,c,N,c,c,9","4,o,N,a,n","cc,c,N,9","o,M,a,m","o,x,o,Z","o,N,a,n","4,o,x,N,c,c,9","4,o,M,a,Z","o,x,N,a,n",,,,,,,,,,,,,,,,,
,,3,"c,M,c,o,Z","cc,c,9","4,2,a,n","4,o,N,c,c,9","4,o,N,a,n","o,M,a,n","o,M,a,x","o,N,c,c,8,9","4,o,N,a,x","8,9,Q",,,,,,,,,,,,,,,,
,,4,"2,a,m","c^c,c,9","4,o,N,c,c,8,9","4,o,N,a,Z","c^c,c,c,c,M,c,c,9","4,o,N,a,m","8,a,x,M,c,8,9","Z,cc,c,a,x,8",,,,,,,,,,,,,,,,,,
,,5,"2,o,x","cc,c,9",Z,"a,x,cc,c,9","cc,o,x","o,x,N,o,x","cc,c,N,c,9","8,a,x,cc,c,N,c,9","o,x,N,a,n","o,x,N,c,c,9,Z",,,,,,,,,,,,,,,,
,,6,"P2,cc,c,o,x","c^c,c,8,9","4,o,N,a,m","c^c,o,x,8,9",,,,,,,,,,,,,,,,,,,,,,
,9,1,"o,N,a,n","o,N,o,o,N,9","o,N,c,8,o,Z","o,N,o,x","o,N,o,x,8,9",,,,,,,,,,,,,,,,,,,,,
,,2,"o,x,N,o,x","o,M,c,8,o,x",,,,,,,,,,,,,,,,,,,,,,,,
,,3,"o,M,c,c,8,9",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83r,1,1,"M,cc,c,8,9","x,P2,cc,c,8,9","o,P2,c^c,c,8,9","cc,c,P2,o,x","P2,cc,c,8,a,Z","c^c,c,8,9","4,o,P2,cc,c,8,9",,,,,,,,,,,,,,,,,,,
,,2,"2,o,x","cc,c,c,9","4,o,N,a,m","c^c,o,x","x,cc,2","c^c,c,9","4,o,M,c,c,8,9","Z,cc,c,2","a,Z","cc,c,8,9","8,?,Z",,,,,,,,,,,,,,,
,,3,"o,x,N,c,c,8,9","4,o,M,a,x","cc,N,c,c,8,9","cc,c,9","8,a,m","cc,c,9","x,cc,c,8,9","4,o,N,a,m","4,o,M,a,x","8,a,Z",,,,,,,,,,,,,,,,
,,4,"4,o,N,c^c,c,8,9","cc,c,8,9","4,o,N,c,8,9","cc,N,c,8,9","8,a,m","c^c,c,M,a,Z","c^c,c,8,9","4,o,N,a,m","cc,c,8,9",,,,,,,,,,,,,,,,,
,,5,"8,c^c,c,c,9","4,o,M,a,m","cc,c,c,N,c,9","4,o,M,9","cc,c,8","c^c,c,8,9","4,o,N,c,c,9","Z,cc,c,8,9","4,o,N,c,c,8,9","x,o",,,,,,,,,,,,,,,,
,,6,"2,cc,c,8,9","cc,c,8,cc,9","4,o,N,a,x","o,x,cc,c,8,9","4,o,N,a,m","cc,c,8,9","4,o,N,c,c,8,9","x,cc,c,8,9","4,o,N,9",,,,,,,,,,,,,,,,,
,,7,"2,o,x,c^c,c,8","x,c^c,c,c,8,9","4,c,c,c,8,9","4,o,N,9",o,"4,o,x","Z,c^c,c,c,8,9","4,o,N,c,8,9","4,o,M,c,c,8,9","4,o,M,c,c,8,9",,,,,,,,,,,,,,,,
,,8,"P2,cc,c,8,a,x","o,M,c,8,9","c^c,c,c,M,c,c,8,cc,9","4,o,N,9","cc,c,8,9","cc,a,Z,9",,,,,,,,,,,,,,,,,,,,
,2,1,"P2,cc,o,Z","cc,c,c,P2,c,c,8,9","4,o,N,c,8,9","x,c^c,c,8,9","4,o,N,c,c,8,9",Z,"c^c,c,8,N,c,8","4,o,P2,c^c,c,8,9","4,o,P2,9",,,,,,,,,,,,,,,,,
,,2,"o,x,N,c,c,9","Z,cc,2","cc,c,c,?","o,x,2","a,m","2,N,a,x","8,a,n","c,M,c,a,x",2,"a,m","cc,N,9","x,a,x","2,a,Q",,,,,,,,,,,,,
,,3,"2,o,Z","c^c,c,8,9","4,o,N,a,m","cc,N,a,n","c^c,c,M,c,c,9","4,o,N,c,8,9","o,N,a,i,Z","c^c,c,c,8,9","x,cc,c,8,9","x,o",,,,,,,,,,,,,,,,
,,4,"4,o,c,N,c,o,x","c^c,c,c,N,c,9","a,M,a,x","4,o,N,c,a,x","c^c,c,c,N,c,8,9","c,N,a,x","o,N,c,8,9","4,o,N,c,8,9","4,o,N,a,x",,,,,,,,,,,,,,,,,
,,5,"2,a,x,cc,?,o,x","M,a,Z","c^c,c,8,9","2,a,x,M,c,8,9","2,a,i,Z","4,o,N,c,8,9","4,?,P2,cc,c,8,9","x,cc,c,P2,c,c,8,9","x,8,a,Z",,,,,,,,,,,,,,,,,
,,6,"4,o,N,cc,c,8,9","4,o,N,c,c,8,9","c^c,c,8,9","4,o,N,c^c,c,8,9","8,a,x","x,cc,c,8,9","4,o,N,a,m","c^c,c,M,c,9","8,a,x","2,9",,,,,,,,,,,,,,,,
,,7,"2,a,m","c^c,c,8,?,x","c^c,c,c,M,c,9","cc,c,9","M,a,x","c^c,c,M,c,9","8,a,x,cc,8,9","4,o,M,cc,c,8,9","x,cc,c,8,9",,,,,,,,,,,,,,,,,
,,8,"M,cc,c,8,9","4,o,N,cc,8,9","cc,c,c,8,a,Z","cc,x,8,a,m","cc,c,8,9","4,o,N,a,n","cc,c,c,M,c,8","cc,c,a,x,Z,o,Z",,,,,,,,,,,,,,,,,,
,,9,"8,cc,c,o,N,c,8,9","x,N,c,c,8","c^c,c,N,c,c,9","9,M,a,m","c^c,c,cc,9","2,cc,c,M,9",,,,,,,,,,,,,,,,,,,,
,3,1,"P2,8,a,x,c^c,8,9","c^c,o,c,P2,c,c,8,9","o,M,a,Z","c^c,c,8,9","o,P2,c^c,c,8,9","o,M,c^c,8,9","4,o,N,c,8,a,x","c^c,8,9","2,o,x,8,9",,,,,,,,,,,,,,,,,
,,2,"2,a,Z","c^c,c,8,a,m","o,c,N,c,c,9","2,a,n","cc,c,8","c^c,c,8,9","4,c,M,a,x","8,a,x","c^c,c,8,9","c^c,c,9","x,cc,c,8,9",,,,,,,,,,,,,,,
,,3,"2,o,x,N,c,c,8,9","4,o,M,c,c,8,9","4,o,N,c,c,9","4,o,N,c,8,9","2,o,x","cc,c,c,c,M,9","4,o,N,c,8,9","4,o,N,9","2,a,m",,,,,,,,,,,,,,,,,
,,4,"2,o,x,N,c,c,8,9","4,o,N,c,8,9","o,M,c,8,9","2,o,x","cc,c,8,9","x,N,c,8,9","4,o,N,cc,c,8,9","4,o,N,c,8,9","cc,c,N,c,8,9","2,a,Z",,,,,,,,,,,,,,,,
,,5,"2,cc,c,8,a,i,Z","o,M,cc,c,8,9","4,o,N,c,c,8,9","cc,c,8,a,n","cc,c,8,9","4,o,M,c,8,a,m","o,M,a,m","o,M,c,8,9","x,8,9",,,,,,,,,,,,,,,,,
,,6,"M,cc,c,8,9","4,o,M,c,8,9","4,o,N,a,x","c^c,c,8,9","4,o,N,c,8,9","c^c,c,?,M,c,c,8,9","c^c,c,M,c,9","o,M,a,Z","cc,c,8,9",,,,,,,,,,,,,,,,,
,,7,"2,o,m+","cc,c,c,M,c,9","cc,c,M,9","o,M,a,m","o,x,2,a,x,9","c^c,c,8,9",,,,,,,,,,,,,,,,,,,,
,4,1,"4,o,N,c,c,8,9","4,o,x,cc,c,9","4,o,N,c,c,9","4,o,N,c,8,9","cc,c,8,9","o,M,a,x",,,,,,,,,,,,,,,,,,,,
,,2,"o,M,cc,c,9","4,o,N,c,c,9","4,o,N,9","M,o,x","c^c,c,8,9","4,o,N,9,x,8,8,9",,,,,,,,,,,,,,,,,,,,
,,3,"8,a,n","cc,c,8,9","4,o,N,c,c,8,9","c^c,c,N,c,c,8,9","c^c,c,N,c,c,8,9",,,,,,,,,,,,,,,,,,,,,
,,4,"2,a,m","cc,c,c,N,9","c^c,?,c,9","4,o,N,c,8,9","c^c,c,8,9","o,x,8,9",,,,,,,,,,,,,,,,,,,,
,,5,"2,o,x,cc,2,8,9","cc,c,c,9","4,o,8,9","N,c,2,8","o,x,8,9",,,,,,,,,,,,,,,,,,,,,
,,6,"2,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,N,9","?,?,?",,,,,,,,,,,,,,,,,,,,,,
,,7,"M,c,cc,c,8,9","4,o,M,cc,c,8,9","o,N,c,c,8,9,x,?,9",,,,,,,,,,,,,,,,,,,,,,,
,,8,"?,cc,c,o,x","4,o,N,cc,c,8,9","x,cc,c,8,9","4,o,N,c,9",,,,,,,,,,,,,,,,,,,,,,
,,9,"2,9",2,"a,m","c^c,c,c,N,cc,9","4,o,N,c,9","2,a,n",,,,,,,,,,,,,,,,,,,,
,,10,"c^c,N,9","x,cc,c,8,9","8,a,x,c^c,c,8","4,o,N,cc,9",,,,,,,,,,,,,,,,,,,,,,
,,11,"2,a,m","cc,c,N,9","o,N,c,c,o,x","o,N,a,n","cc,8,9",,,,,,,,,,,,,,,,,,,,,
,,12,"2,o,Z","a,m","c^c,9","c^c,c,9","x,c^c,c,8,9","4,o,N,9",,,,,,,,,,,,,,,,,,,,
,,13,"2,o,x","x,N,c,8,9","x,cc,c,8,9","4,o,N,o,x","c^c,c,8,9",,,,,,,,,,,,,,,,,,,,,
,,14,"o,Z","cc,c,9","4,o,c,N,c,c,9","8,a,i,Z,9,8,9",,,,,,,,,,,,,,,,,,,,,,
,,15,"4,o,N,a,n","c^c,c,9","N,a,n","cc,c,N,c,a,x",,,,,,,,,,,,,,,,,,,,,,
,,16,"2,o,x,cc,c,8,9","o,x,cc,c,8,9","cc,c,8,a,m",,,,,,,,,,,,,,,,,,,,,,,
,,17,"2,o,x,N,c,9","x,cc,c,8,9","4,o,x,N,a,n","8,a,x",,,,,,,,,,,,,,,,,,,,,,
,,18,"2,o,x","o,x","cc,c,M,c,8,9",?,"cc,c,8,9","x,cc,8,9",,,,,,,,,,,,,,,,,,,,
,,19,"8,a,m","c^c,c,o,x","cc,c,8,9","4,o,M,a,x","2,a,Z",,,,,,,,,,,,,,,,,,,,,
,,20,"2,N,a,Z","c^c,c,8,9",,,,,,,,,,,,,,,,,,,,,,,,
,5,1,"cc,M,o,Z,o,x","o,x,2,a,m",,,,,,,,,,,,,,,,,,,,,,,,
