idx,textstring
93.r.1,"N,o,8,c^c,o,x; o,M,o,x,c^c,c,c,o,2; o,c,M,c,o,8,a,x,9; o,P2,a,x,c,P1,o,Q; o,c,P2,cc,N,c^c,c,c,9; 4,o,M,o,8,a,n; 2; o,a,Z; 9,cc,a,Q; 2; cc,o,x; cc,o,M,o,Q; c,M,c,o,8,a,Z; c^c,c,o; 2; o,M,c,o,8,a,x; 2; o,P1,cc,o,c^c,9; c,M,c,o,c^c,o,x; 8,c^c,o; 8,a,x; 8,a,x,o,8,9; 9,M,cc,cc,9; 8,a,Q; cc,o,8,9; 8,a,x,o,x; 2,cc,o,8,cc,9; 4,o,M,cc,8; 2,o,x; c^c,o,M,o,x; 4,o,N,cc,o,8,a,x; c^c,o,8,9; cc,o,M,o,x,2; o,M,o,x; 9,N,cc,8,Q; o,x; cc,o,8,9; c,P1,c,o,x; 8,o,x; 4,o,N,o,x; o,M,o,8,a,Z; cc,o,8,a,n; M,o,Z; o,M,o,Z; 2; cc,o; 2; cc,o,x; c^c,c,o,c,c,2; c^c,o,Z; c^c,o,x; o,8,9; cc,c,o,8,a,m; 2; x,o,Z; c^c,c,c,o,8,9; cc,o,8,a,m; 2; o,8,a,Z; c^c,?,8,a,Q; o,N,cc,c,o,8,9; c,M,c,o; c,N,c,ô,x; 9,c,c,o,Z; cc,c,9; N,c,o,x; cc,c,a,x; c,N,c,o,8,9; o,N,c,o,x; o,M,c,o,x; 2; o,8,a,x; c^c,c,o; a,x; 2,a,x; 4,o,N,o,Z; c^c,c,9; o,N,cc,c,o,Z; c^c,c,?,8,o,Q; c^c,o,8,a,m; 4,o,M,cc,9; N,cc,o,x; 2; 9,cc,c,9; c,N,c,o,2; o,N,cc,c,o,8; cc,2; o,cc,o,x; c^c,o,8,a,x; 8,o,x; c?c,c,o,8,a,Q; cc,o,c^c,9; 4,o,N,o,Z; cc,c,N,c,2; M,cc,c,o; x,cc,o,x,cc,c; c,M,c,o,8,9; o,x,N,c,c,2; c^c,o,8,a,m; c^c,o,8,9; M,cc,o,Z; c^c,o,x; 2; c^c,c,o,N,9; 9,cc,o,c,N,c,9; c,M,c,o,x; o,2,o,2; 8,o,x; c^c,o,x; 8,a,m; c^c,c,M,c,9; N,cc,o,Z; c,M,c,9; cc,a,N,a,x; 8,a,m; o,a,n; o,N,o,Z; c^c,o,8,9; M,c,a,x,2; 9,cc,o,c,M,c,9; cc,o,M,c,9; M,c,c,9,2; 9,2,a,m; cc,o,M,a,Z; c^c,o,8,9; o,cc,c,o,8,a,m; M,cc,o,2; 2,o,2; 4,o,N,o,Z; cc,c,o; x,o,2; c,N,c,c,o,8,9; 9,cc,o,Z; o,8,o,x; cc,o,8,a,m; 2; 8,a,n; c,N,cc,o; c,M,c,o; c,M,c,o,2; Q; c^c,o,8,a,m; 4,o,N,cc,o; c,M,c,o,x; o,x; cc,o,x; c,M,c,o,x; o,x,cc,o,8; 8,o,x; cc,o,N,a,x; 2,cc,o,2"
93.v.1,"P2,o,2,c^c,c,o,8,9; 4,o,M,c,c,o; 4,o,c^c,o,c,P2,?,9; o,P2,cc,o,8,9; o,P2,o,Z; o,P2,cc,9; o,M,cc,8,a,x; o,Z; c^c,o,8,a,m; 9,M,c,c,o,8,9; 4,o,M,o,8,9; 4,o,M,cc,o,x; 4,o,c,M,c,o,8,9; 9,M,c,9; o,N,9; 8,a,m; 8,a,Z; c,M,c,o,Q; 8,cc,o,2; cc,o,8,9; 4,o,c,N,c,o,x; o,N,9; cc,c,o,8,a,m; o,M,9; 8,a,n; o,M,a,x; 8,a,n; o,N,o,x; 2,o,x; c^c,o,x; c^c,8,cc,9; 4,o,N,cc,o,x; 4,o,N,cc,o,8,9; cc,o,x; cc,o,x; c,M,c,9; 9,N,cc,9; 8,a,Z; M,c^c,o,N,9; c,M,c,o,8,9; 4,o,M,cc,o,x; c,N,c,o,x; 8,cc,o,Q; 2; o,x,o; o,M,c,o,?; cc,o,8,a,m; 8,9; 9,M,cc,o,x; c,N,c,o,x; 4,o,cc,o,c,M,c,9; c,M,c,?; cc,N,c,c,9; c,M,c,o,8,9; 2; 8,a,Z; c^c,c,4,o,N,a,Q; o,c,c,2; c,N,c,c,o,8,9; 9,N,cc,c,c,9; N,o,x,8,9; M,cc,o,8,a,m; c,M,c,c,o,2; c^c,o,8,a,m; 4,o,N,c,c,a,Q; 8,cc,o; cc,o,8,9; M,c,o,x; c^c,c,o,x; cc,c,c,o,x,8,a,i,Z; o,N,cc,c,9; c,M,c,c,9; 8,c^c,c,o,Q; o,N,c,c,9; 8,a,Q,o; o,8,c,c,c,c,o,8,x; cc,c,o,8,a,Z; o,N,c^c,o; cc,o,8,9; o,N,cc,c,9; c,M,c,o,x; o,x,9; 9,M,cc,o,x; 2,a,Z; 8,a,Z; 9,cc,o,x; cc,2; c,N,c,9; 2; cc,c,c,o,x"
94.r.1,"M,cc,?,8,9; o,P2,a,n,2; cc,c,8,a,m; 8,c^c,c,c,8,9; 4,o,P2,cc,c,8,a,x; N,c,o,8,a,m; o,M,a,x,a,m; o,a,Z; 8,o,Z; cc,c,o,8,9; o,N,a,m; o,8,a,Z; o,N,a,x; o,N,a,i,Z; o,N,9; 8,a,n,Z; 4,o,M,a,Z; o,N,a,Z; o,x,a,m; M,o,8,a,x; cc,o,x,N,9; 4,o,N,a,x; c^c,8,9; 4,o,N,9; o,M,o,8,9; 4,o,N,o,x,cc,c,9; 4,o,N,a,i,Z; o,P2,a,Z,9; c^c,o,Z; o,x,N,c,c,8,9; o,x,N,cc,8,9; cc,c,c,8,9; N,a,x,cc,8,9; cc,c,8; a,m; o,Z; cc,o,x; N,a,Z; a,Q; 8,a,m; cc,c,N,a,Z; o,x,N,a,m; o,x,N,c,o,8,9; 9,N,a,m; o,M,a,n; 8,a,Z; o,N,c,c,8,9; 9,N,a,Z,o; 2,a,m; cc,a,N,9; 4,o,M,cc,8,9; o,M,a,x,9; cc,c,8,9; 8,a,x; 8,9; cc,c,N,c,a,m; cc,N; 4,o,P1; P2,cc,c,8,a,Z; o,Z; a,m; cc,c,o,Z; N,a,2; o,Z; a,x,2; a,Y,o,c,N,c,c,9; o,x,N,a,n; a,Q; 9,M,9; 4,o,N,a,m; 9,N,a,x; cc,8,9; 4,o,N,9; o,2,a,n; cc,9; N,a,i,8,9; 8,a,Q; o,M,a,Z; cc,8,9; 8,9,M,cc,8,9"
94.v.1,"N,c^c,c,8,9; cc,c,8,a,Z; cc,a,Z; 4,o,N,cc,c,8,9; o,N,a,x; 8,a,Z; o,P2,cc,a,c,N,c,9; o,M,c,c,8,a,i; o,x,M,c,c,8,9; o,M,c,c,9; 4,c,N,c,c,9; o,M,c,c,9; M,c,c,8,a,x; 9,N,c,c,8,9; 4,o,M,a,Z,a,n; 9,c^c,c,8,9; cc,8,a,m; o,M,c,8,9; 2,8,a,x; M,a,Q,8,9; cc,8,9; 4,o,N,c,c,9; M,a,Q; 8,cc,8,9; o,M,a,Z; o,M,cc,9; N,c,8,9; 4,o,N,cc,8,9; o,x; o,N,cc,9"
94.v.2,"M,c,8,a,n; cc,c,8,9; 4,o,N,c^c,8; o,N,cc,8,9; 4,o,N,c,a,x; cc,o,Z,cc,o,Z; M,cc,o,Z; a,Q; 9,c,c,c,c,o; x,N,c,o,x; o,M,a,Z; o,P2,cc,8,9; o,P2,cc,8,9; 4,o,M,a,Z; a,Z,a,x; o,M,o,Z; o,M,cc,9; M,a,8,9; o,M,9; M,a,N,9; c^c,c,9; 4,o,N,a,m"
94.v.3,"P2,cc,c,8,a,m; c^c,c,o,c,M,c,9; 8,a,m; c,P2,c,c,8,9; P1,cc,8; o,M,cc,9; 4,o,M,cc,9; P2,a,Z; a,Z; 9,M,a,Z; o,N,c,8,9; o,N,c,c,8,9; 4,o,N,c^c,c,9; o,M,a,m; 9; 9,P2,cc,8,a,i,Z; o,x; 2; a,m; o,x,9; o,x; a,i,Z; cc,c,c,9; o,N,cc,a,m; c^c,o; M,a,Z,a,Z,a,n; o,M,o,8,9; 4,o,8,a,Z; o,M,c,c,9; 8,a,Z; M,o,8,a,m; c^c,c,M,cc,9; 4,o,N,a,Z; cc,c,M,a,m; cc,8,9; 9,N,o,x; 4,o,N,9; o,Z; c,c,8,9; o,N,9; 8,a,m; cc,c,M,c,9; c,c,8,9; cc,c,N,c,9; o,N,a,m"
95.ra.1,"N,c^c,8,o,Z; cc,c,P2,cc,8,9; o,P1,a,m; o,x; o,x,8,a,m; o,P2,c^c,o,x; 4,o,N,a,m; o,M,9; o,8,a,n; o,x; cc,8,9; cc,8,9; 4,o,N,a,m; c^c,8,9; 4,o,N,a,m; cc,8,9; N,o,x; cc,8,9; 4,o,M,9; o,N,9; 8,a,i; M,c,o,8,a,m; o,c,N,c,c,9; 4,o,N,c,c,2; o,8,9; cc,c,N,a,m; cc,c,N,a,m; cc,N,9; cc,a,m; 9,cc,c,c,9; N,9; o,x,N,a,n; cc,c,9; N,a,n; cc,o,x,N,9; cc,c,8,9; 4,o,N,a,m; cc,9; N,a,m; x,9; 9,M,a,Z; cc,c,8,9; M,a,8,a,n; 4,o,N,9; c^c,8,a,x,9"
95.ra.2,"M,cc,8,o,Z; o,Z; 4,o,N,a,Z; cc,c,M,c,9; 4,o,M,cc,8,9; x,c^c,c,8,9; 4,o,N,9; 4,o,P1,a,n; 8,9; 9,N,cc,c,8,9; c^c,c,N,9; cc,c,N,a,Z; cc,8,a,n; cc,8,a,m; o,N,a,Z; cc,c,M,cc,8,9; cc,8,9; cc,N,a,Q; o,x,N,o,Z; cc,8,a,m; cc,o,x,N,a,m; 4,o,N,c,c,8,9; 4,o,N,9; cc,c,8,9; x,cc,c,8,9; cc,c,8,9; a,x,o,8; M,cc,8,9; M,cc,o,Z; cc,o,x; M,a,Z; cc,8,9; o,N,a,x; 9,M,o,x,8,9; o,x,N,cc,8,9; 4,o,M,a,m; o,Z; 8,a,m; cc,c,N,c,9; o,N,a,m; cc,c,N,c,9; 8,a,m; 9,N,c,8,9; c,P2,?,m; o,N,a,Z,a,m,x,2; 9,N,a,m; o,Z; cc,8,9; cc,c,N,a,n; o,x; 8,a,Z; 9,N,a,Z; o,x,N,c,c,9; x,8,a,Z; cc,c,N,a,x"
95.rb.1,"N,c^c,c,8,9; o,Z; cc,8,9; 8,a,x,P1,cc,9; 4,o,8,a,m; cc,c,N,c,9,P1,cc,9; 8,a,Z,a,m; 8,a,x,a,x; 8,a,m; c^c,o,8,9; cc,N,a,n; cc,o,x; cc,c,N,c,9; o,M,a,n; o,M,9; o,M,c,c,8,9; N,a,Z; o,N,a,Q; M,o,8,a,m; cc,o,Z; cc,c,N,cc,9; 4,o,N,o,x; cc,N,a,Z; o,x; o,M,a,m; o,P1,a,Z; o,N,a,n; a,Z,a,Q; 8,a,m; c^c,o,8,9; M,o,Z; o,Z; o,N,a,n; cc,c,N,c,c,9"
95.rb.2,"M,c^c,o,8; 4,o,N,a,x; a,8,9; cc,c,P1,c,o,x; o,N,a,x; cc,c,8,9; 8,a,x,c^c,8,9; 4,o,P2,cc,8,9; N,a,Z,9; 9; o,x,N,o,Z; o,x; c^c,o,x; 4,o,M,a,Z; cc,8,9; cc,8,9; 4,o,N,a,Z; o,N,a,Z; 4,o,N,a,Z; o,8,a,x,9; 8,c^c,c,8,9; o,M,a,x; 4,o,N,a,x; 8,o,x; o,Z; c,c,c,8,9; o,N,c,c,2,9; o,N,c,8,9,M,c,8; o,M,a,Q; M,c,8,9,N,a,m; 9; cc,c,o,x; o,N,a,x; cc,c,8,9; c^c,8,9; 4,o,N,cc,8,9; o,M,a,Z; cc,c,M,c,a,Q; P2,o,m; o,N,a,Z; 4,o,N,o,x; c^c,2,8,9; o,N,a,Z; cc,8,a,m; o,x,N,9"
95.va.1,"M,cc,o,8,9,P2,o,8,a,Z; c^c,o,8,9; 4,o,P1,a,m; o,P1,c,c,8,9; o,M,c,8,9; 4,o,M,c,8,a,m; c^c,o,Z; o,x,2,a,n; 2,o,x; c^c,c,8,9; 4,o,M,cc,c,9; o,x,o,Z; cc,8,9,M,9; o,x,o,Z; o,N,o,8,9; cc,o,8,9; 4,o,M,a,m; 9; N,a,i,P2,9; a,Z,cc,9,M,a,m; c^c,c,N,o,m; o,N,a,Z; o,Z; a,m; cc,c,N,c,9; o,N,a,x; o,M,a,n; o,N,a,x,o,8,9; 8,a,m; o,x,N,a,n; 4,o,N,a,i; c^c,a,Z; c^c,c,N,9,8,9; 8,a,n; a,x,N,a,n; o,N,a,x; a,m; 2; M,a,Z; P1,cc,c,c,9; c^c,o,2; a,m; o,N,a,Z; o,x,N,a,m; o,M,a,x,a,n; o,N,a,m; a,Z; 8,a,n; 9,N,a,x,9; cc,a,x,2; c^c,c,8,a,n; o,x,a,m; 9; o,N,a,n; x,8,9; 4,o,N,c,c,9; 8,a,Z; cc,8,9,N,a,n; 9,M,a,Z,a,x; o,M,a,n"
95.vb.1,"P2?,o,x,M,c,c,8,9; c,M?,c,o,c,P2,a,n; o,c,N,c^c,9; 4,o,P1,cc,8,a,m; c^c,o,8,P1,a,Z; o,N,c^c,9; o,N,a,n; a,Z; a,x,P1,c^c,c,8; o,N,c^c,9; M,c^c,o,Z; 4,o,N,c^c; 4,o,N,a,n; o,M,a,Z; o,M,9; 4,o,N,c,8,9; o,M,a,x; 9,M,cc,8,9; 4,o,N,a,Z; a,Q; M,cc,o,8,9; 4,o,N,a,m; 9; cc,a,Z; o,N,a,n; c^c,c,o,8,9; cc,c,8,9; cc,c,M,c,9; N,c,8,9; c,M,9; 8,a,n; a,x; M,cc,c,8,9; 4,o,N,a,x; o,M,9; c^c,c,N,c^c,c,9; o,M,a,x,8,9; o,N,c^c,c,9; 9,M,c^c,c,8,9; o,N,a,Z,a,Z; 9,M,9; cc,8,9; o,M,a,x; c^c,c,8,9; o,8,a,m; cc,c,9"
95.vb.2,"M,c^c,8,o,x; 4,o,N,c^c,9; 8,cc,8,9; c^c,c,8,9; 8,N,c^c,c,9; cc,c,P1,a,Z; o,M,cc,8,9; o,x; c^c,c,8,a,Z; cc,8,a,Q; 8,c^c,c,9,N,a,n; 4,o,N,a,Z; o,x,M,a,Z; cc,9; M,a,Z; o,M,a,Z; cc,8,9; N,cc,8,9; 8,o,x,N,a,n; o,M,a,Z,8,9; 8,cc,o,8,9; c^c,c,o,2; 4,o,8,a,m; P1,cc,o,8,a,m; cc,M,a,x; 8,a,Z; o,N,c,8,9; o,N,cc,c,8,9"
95.vb.3,"M,c^c,c,9; M,a,m; o,x; N; c^c,o,x; N,c^c,c,8; 4,o,N,c,c,o,8; Z; a,m; 4,o,N,c,c,9; 4,o,N,o; 2,N,cc,?,9; 2,a,n; c^c,c,9,N; cc,o,8,9; N; cc,c,8,a,n; cc,c,8,a,m; o,M,a,n; 8,a,m"
95.vb.4,"P2,c^c,c,8,a,Z; c^c,c,8,9; N,c^c,c,8,9; 4,o,M,cc,c,2; o,Z,a,m; c^c,c,N,a,n; o,M,a,n; M,c^c,c,2; 4,o,N,a,n; c^c,o,M,c^c,c,9; 2; a,m; o,8,9; o,x,N,cc,8,9; 4,o,M,a,m; c^c,c,M,c,9; 8,o,x,N,cc,9; M,cc,8,a,m; 8,a,x; x,c^c,c,c; 4,o,8,a,n; o,N,a,m; o,M,o,8,9; cc,c,M,c,9"
96.r.1,"M,o,Z; cc,c,c,o,Z; c,N,c,c,o,2; o,x,c^c,c,c,o,2,o,x; c,P2,c,c,o,x; c,P2,c,c,o,Z; cc,o,8,a,Z; 9,M,o,x; o,M,c,c,a,Z; c^c,c,o,x; o,M,c,c,9; 4,o,N,c,o,8,9; 4,o,N,c,c,o,8,9; c,M,c,c,9; M,o,a,m; c,M,c,c,o,8,a,x; cc,o,2; c,N,c,c,o,8,9; N,c,o,8,9; cc,o,8,o,x; o,M,9; o,Z; cc,o,Z; cc,N,cc,o,x; cc,o,N,cc,o,Z; 2; o,Z; c^c,c,o,c,N,c,9; cc,o,x,9; 8,a,m; cc,o,8,a,m; c,M,c,c,9; M,o,x; c^c,c,o,Z; 4,o,N,c,o,x; o,N,o,x; x,o,Z; c,N,c,c,c,9; cc,o,x; cc,o,x,o,8,9; cc,c,o,x; c,M,c,c,o,Z; 2,o,Z; o,N,Z; o,Z; c,N,c,o,Z; cc,N,c,9; c,N,c,o,c,M,c,9; o,Z; cc,o,c,N,c,9; 9,N,c,o,Z; 2,c,cc,c,c,o,x; c^c,c,o,x; 4,o,N,c,c,c,9; cc,o,x; 8,a,m; M,o,8,a,Z; c^c,c,o; c,M,c,o,8,9; c^c,o,N,o,c,P1,c,9; cc,o,P2,cc,o; 8,o,Z,9; o,M,cc,o; 8,o,x; c^c,o,c,M,c,o,8,9; c^c,o,c,N,c,9; o,M,cc,o,8,o,Z; cc,o,c,M,9; M,c,o,x; cc,c,o,8,9; c^c,o,8,o,x; 4,o,N,cc,o,8; 2; a,m; cc,o,N,c,9; 8,cc,c,o,Z; cc,c,o,x; cc,c,o,8,a,n; o,x; 8,9; 8; cc,2; a,Z; cc,c,o,8,9; o,M,c,c,o; 8,c^c,o; 4,o,M,cc,o,2"
96.v.1,"P2,c^c,c,o,2,c^c,c,c,o,Z; 4,o,c,P2,c^c,c,o,8,9; o,8,a,Z; o,c,P2,c,c,c,o; o,P2,a,Z; 9,2,a,Z,o,2,o,8; 9,M,c,a,Z; 9,M,c,o,Z; o,x,cc,c,c,9; 8,M,c,o,8,o,m; 2,a,Z,o; 4,o,cc,c,2; 9; cc,c,o,Q; 8,cc,c,o,M,c,o,2; c,P2,c,c,o,2; 2,o,Z; cc,c,M,c,o,2,9; c,M,c; 9,M,cc,c,9; 8,a,m; 8,c^c,c,o,2; c^c,c,c,9; M,c,o,c,M,c,c,9; c,M; c,c,o,8,o,8,9; M,o,c,N,c,9; c,M,c,c,9; c,N,c,c,c,o,8,9; a,Z; c,c,c,9,N,c,9; 9,M,c,c,o,8,9; M,c,o,8,a,Z; o,x,cc,c,9; 2,9; c^c,c,o,8,a,x; cc,o,Z,o,Z,9; c,M,o,x; 9,cc,c,c,9; c,N,c,c,o,x; 8,a,m; 2; o?,c,o,x; c,N,c,c,o,Z; cc,c,o,Z,a,m; c,M,c,c,o,Z; o,Z,a,x; cc,a,Z; c,N,c,c,9; 2,a,Z; o,2; cc,c,c,N,c,c,9; 2,o,c,M,c,c; 2,o,2,a,Z; cc,c,c,N,c,o; 8,a,n; 2,o,8,2,a,Z; cc,c,o,Z"
99.r.1,"o,N,a,Z,a,8,o,Q; o,P2,a,Z,a,x; M,c^c,o,x,8,9; 9,M,c,o,x,8,9?"
99.r.2,"o,N,a,Z,9; 8,a,Z,a,Z; o,N,9; 2,a,x,o; o,Z,o; a,n; o,N,o,Z; 2,a,x,o,x; 2,N,c,c,a,x; o,N,a,Z,9"
99.r.3,"o,N,o,x,o; o,M,a,x,a,Q; o,M,a,x,8,9"
99.r.4,"P2,cc,c,o,8,9; o,M,c,o,8,9; 8,a,m; c,P2,c,c,c,9; M,c^c,o,x; 8,a,x; c,P1,c,c,o,x; o,x,a,m; 2,a,Z; 2,a,Z,o,c^c,9; c^c,o,Z; 2; c^c,o,Z; c^c,c,o,x; N,o,x,c^c,c,o,x; 4,ô,c,o,x; c^c,o,x,N,o,x; c,N,c,o,x; c,N,c,o,Z,9; 8,cc,c,o,Z; cc,2; a,x; 9,N,o,x; cc,c,c,9; cc,o,8,9; c,N,c,o,x; 8,a,m; o,N,c,o,x,9; 8,a,m; c,N,c,9"
99.r.5,"o,a,Z,o; a,x,o,x,9; o,a,Z,a,Z; cc,o,N,9; o,N,9; o,N,c,o,x,9; 9,M,c,o,x,8; cc,c,o,M,cc,9"
99.r.6,"N,o,8,a,m; o,P2,cc,c,9; 4,o,N,9; 8,a,Z; o,M,cc,o,Z; o,P2,c^c,o; o,N,c,o,x; c^c,c,o,x; o,M,c,o,c,P1,o,x; 8,c^c,c,o,x; c,N,c,c,9; c,N,c,c,o,x; o,N,c,o,x; c,M,c,c,o,x; 4,o,N,c,9; c,N,c,o,x; o,N,c,o,x; o,N,c,c,9; 8,a,x,8; M,o,x; cc,c,o,8,9; 4,o,N,o,x; o,N,o,x,9; o,N,o,x,8,9; 4,o,N,o,x,9; 4,o,N,a,x; o,N,cc,o,x; 4,o,N,o,x,8; cc,c,c,2; o,N,c,c,9; 4,o,M,o,x; c^c,c,o,x; 8,a,m; 4,o,M,o,x; o,N,c,o,x"
99.r.7,"o,N,o,?; o,c,N,c,9; 8,a,Z; cc,o,c,N,cc,9; Z,cc,c,9; c,M; 2,a,m,9; 2,o,Z,9; 8,a,Q"
99.r.8,"M,c^c,c,c,o,Z; c,P2,c,c,o,x; c,N,c,9; P2,cc,o,x; c,N,c,c,9; 9,P2,cc,o,x; cc,o,Z; cc,o,x,9; 4,o,M,o,c,M,c,c,9; 4,N,o,Z,9; 2,o,x; c^c,c,o,x; N,c,c^c,c,9; 4,o,N,c,c,c,9; cc,2; cc,c,9; 8,a,x,cc,c,9; c,M,c,c,c,9; 8,a,m; cc,c,o,Q; 8,a,m; cc,c,c,o,N,c,c,9; cc,c,c,N,c,c,9; 8,o,Z; o,x,8; c^c,c,o,9; N,c,o,8,9; o,N,c,c,c,9; 2; a,m; a,x,2; 4,o,N,c,9; cc,N,c,c,9; c,N,c,c,9; c,N,c,c,9; 9,N,c,c,9; o,m; a,i,Z; cc,o,8,9; o,c?N,c,9"
99.r.9,"M,o,x,2,a,2,9"
99.r.10,"M,o,x,N,c,c,9; c,M,c,c,c,9; 9,N,c,o,x; o,N,c,o,x; o; c,N,c,c,9; cc,o,x; cc,c,o,8,a,x; a,N,c,o; Z; o,x,cc,c,c,?; o,Z,a,Z; o,N,c,c,c,9; N,c,c,9; N,c,c,o,Z; o,N,c,c,9; 8,a,m; o,N,c,o,x; 2; a,m; o,x,a,n,Z; o; o,x,?,a,Z; 4,o,N,c,c,o; o,N,c,c,9; 4,o,N,c,c,9; o,N,c,2,9; 4,o,N,c,c,o; 2,a,Z; c^c,c,2,c,N,9; o,Z; a,x; 9,8?,c,a,n; 9,N,c,c,9; o,c,M,c,c,9; 8,9; 8,a,m; o,N,o,Z; o,N,c,c,9; c^c,c,M,9; c^c; 9,cc,o,Z; o,x,2; o,Z; a,8?,a,i,Z,a,Q"
99.v.1,"o,N,a,Z,a,8?,9; a,N,a,x,8,o,8,9; 8,a,Z,o,x,a,x,9; o,Z,a,x,a,2?"
99.v.2,"o,M,o,x,8,9; o,M,a,Z; cc,9; o,x,8,9; 8,a,Z; a,2,9; o,M,a,x,9; o,x,2,9; a,Z,o,x; o,M,o,N,9"
99.v.3,"2,o,x; cc,c,o,x,2; o,c,N,c,c,9; 4,o,c,N,cc,9; 4,N,o,x,8,9; 2; o,N; o,x,c,c,c,Z; o,M,c,c,9; 8,a,n; o,N,o,m; cc,o,M,9; 4,o,N,cc,o,x; 4,o,N,c,o,x; o,N,o,x,8,9; 4,N,c,o,x,8,9; M,o,x,9; 8,a,m; 4,o,N,c,o; 4,o,N,c,o,x; cc,o,c,N,c,9; o,M,o,x; 8,a,m; o,M,9; o,M,o; c,N,c,9; 8,a; cc,o; 2; a,m; o,N,o,Z,a,m; o,N,o,x; c^c,o,c,M,c,9; 4,o,N,o,?; o,x,o,i,Z,a,Q"
99.v.4,"o,c,c,c,2,a,Z,9; 8,a,m+,c; 2,a,Z,9; 2,a,m,o; o,M,o,x,2,a,Z; o,2,a,Z,9"
99.v.5,"8,o,Z,o,Z; o,N,c,c,o,8,9; o,P2,a,Z; o,N,o,Z; c,o,2,a,m; o,M,o,Z,a,m; c^c,c,9; o,x,2; a,i,m; 4,o,c,M,a,x; 8,a,m; o,M,c,9; o; N,c,c,o,x; 2; a,m; o,N,c,o,x; 4,o,N,c,o,x; c,M,c,c,o,x; 4,o,N,c,o,x; 8,9; 4,o,N,a,m; 4,o,N,c,c,9; cc,o,x; o,N,c,o,x,8,9; 4,o,N,o,x; 4,o,N,c,o,x,o; x,cc,o,x; o,N,c,o,x; c^c,c,o,8,o,x; 4,o,N,c,c,cc,a,Q; c^c,o; N,c,c,c,9; cc,o,x,c^c,c,9; o,N,o,x; 4,o,N,c,9; o,N,c,o,8,a,x; o,x,8,9"
99.v.6,"o,N,c,cc,9; o,M,a,x; cc,o,Z; o,x,c,N,o,Z; o,N,c,o,8,a,Z; o,x,N,9; 8,o,x,8,a,Q"
99.v.7,"4,o,N,c,c,o,9; cc,o,N,o,x; 4,o,N,c,c,o; 8,9; 4,o,N,c,c,o,x; o,x,P2,cc,c,9; 8,a,n,Z; o,N,c,c,8,9; o,N,o,x,o,x; 8,o,x; o,N,c,c,o,x; o,N,c,o,Z; o,N,a,x; o,N,a,m; c,N,c,c,o,x; o,N,a,x,a,m; o,N,o,x,a,m; cc,c,o,x,8,9; 9,a,m; o,x; o,x; o,x,a,m; 4,o,c,N,c,c,9; 4,o,N,o,x; o,x,c^c,9; 4,o,N,c,c,o,Z; o,Z; a,m; 8,o,x,?,a,Q; o,x,o,N,c,c,c,9; o,4,o,c,c,o,x; cc,c,o,x; cc,o,8,9; o,N,o,m"
99.v.8,"o,M,c,o,x; 2,o,c,M?,c,c,9; 4,o,N,o,x; o,x,N,c,o,x; 8,a,m; o,N,o,x,9; o,x,cc,c,c,9; 4,o,N,c,o,x; o,N,c,o,x; o,N,c,o,x; c^c,o,N,o,x; 9,N,c,9; 8,a,Z; c^c,o,x; o,N,cc,c,9; c,N,c,c,9; 4,o,N,o,x,o,x,a,x; o,N,c,o,x; o,Z; a,m; o,N,c,o,8,9; o,N,o,9; o,8,a,m; 4,o,N,9; o,x,a,x,8,9; 4,o,c,N,c,o,x; a,m; c^c,o,8,9; 4,o,N,o,x; a,n,8,a,x; a,n,8,a,n,Q; o,x,c^c,c,o,x; o,x,N,c,o,x; o,N,o,x; o,Z; o,Z,a,x,o,x,9; 9,N,c,o,x; o,N,a,x; o,N,o,x,8,a,x,9; 9,cc,o,x; o,x; N,c,c,o,x,8,9"
99.v.9,"N,o,x,c,c,a,Z,o,x"
100.r.1,"cc,o,2,a,Z,o,c^c,o,x; 2,o,cc,o,Z,c,P1,c,9; o,M,c,a,Z; cc,o,P1,a,Z,9; 2,a,Z; cc,a,Z; 8,a,m,8,9"
100.r.2,"o,Z,a,Z,o; cc,o,x,2,a,n; 2,o?,M,9; 2,o,2,a,Q; 8,a,N,o,?,N; 2,o,P1,a,Q"
100.r.3,"P2,cc,c,o,x; c^c,c,o,8; 4,o,c,P2,c,c,c,c,N,c,9; c^c,o,8,o,x; c,M,c,8,a,M?,o,M,o; cc,4,c,o,2; c^c,c,c,9; cc,c,M,ccc^?; o; 2; 8,c^c,c,o,Z; c,M,c,c,9; 4,o,N,c,c,9; o,M,c,c,9; 9,N,c,c,o,8,a,n; 2,o,Z,a,Z,9; 8,a,m; 8,a,m; 8,c,c,a,Q,cc,o,x; c^c,o,Z; cc,N,c,c,9; 4,o,M,c,c,9; 4,o,N,c,o,8,9; 4,o,M,c,o,x,8; 4,o,N,c,o,x; 2,o; Z,a,m; o,M,a,x; 9,N,c,c,c,o; 8,cc,c,o,Z; c^c,o,x; 4,o,N,c,c,o,x; cc,o,Z; cc,o,x; 4,o,N,c,c,o,8,9; 8,a,Z,c,a"
100.r.4,"c^c,o,c,N,c,c,9; o,M,c,o,x"
100.r.5,"o,N,c,c,o,2; o,Z,o,x; o,x,cc,c,o,Q; o,N,o,x,2"
